xc,yb,surf,section,cp
0.95,0,U,1,-0.01
0.85,0,U,1,-0.075
0.75,0,U,1,-0.11
0.65,0,U,1,-0.165
0.5,0,U,1,-0.225
0.35,0,U,1,-0.25
0.225,0,U,1,-0.175
0.15,0,U,1,-0.105
0.08,0,U,1,0.02
0.03,0,U,1,0.2
0.01,0,U,1,0.45
0,0,U,1,1.01
0.01,0,L,1,0.52
0.03,0,L,1,0.23
0.08,0,L,1,0.005
0.15,0,L,1,-0.095
0.225,0,L,1,-0.155
0.35,0,L,1,-0.245
0.5,0,L,1,-0.22
0.65,0,L,1,-0.165
0.75,0,L,1,-0.12
0.85,0,L,1,-0.06
0.95,0,L,1,-0.03
0.95,0.041,U,2,0.06
0.85,0.041,U,2,-0.01
0.75,0.041,U,2,-0.065
0.65,0.041,U,2,-0.115
0.5,0.041,U,2,-0.185
0.35,0.041,U,2,-0.245
0.225,0.041,U,2,-0.245
0.15,0.041,U,2,-0.195
0.08,0.041,U,2,-0.12
0.03,0.041,U,2,-0.015
0.01,0.041,U,2,0.18
0,0.041,U,2,0.545
0.01,0.041,L,2,0.22
0.03,0.041,L,2,0.04
0.08,0.041,L,2,-0.11
0.15,0.041,L,2,-0.2
0.225,0.041,L,2,-0.225
0.35,0.041,L,2,-0.25
0.5,0.041,L,2,-0.205
0.65,0.041,L,2,-0.125
0.75,0.041,L,2,-0.06
0.85,0.041,L,2,-0.025
0.95,0.041,L,2,0.05
0.95,0.082,U,3,0.065
0.85,0.082,U,3,0.015
0.75,0.082,U,3,-0.04
0.65,0.082,U,3,-0.09
0.5,0.082,U,3,-0.195
0.35,0.082,U,3,-0.26
0.225,0.082,U,3,-0.265
0.15,0.082,U,3,-0.24
0.08,0.082,U,3,-0.17
0.03,0.082,U,3,-0.055
0.01,0.082,U,3,0.155
0,0.082,U,3,0.49
0.01,0.082,L,3,0.205
0.03,0.082,L,3,0
0.08,0.082,L,3,-0.175
0.15,0.082,L,3,-0.24
0.225,0.082,L,3,-0.26
0.35,0.082,L,3,-0.265
0.5,0.082,L,3,-0.205
0.65,0.082,L,3,-0.08
0.75,0.082,L,3,-0.055
0.85,0.082,L,3,0.005
0.95,0.082,L,3,0.06
0.95,0.163,U,4,0.065
0.85,0.163,U,4,0.01
0.75,0.163,U,4,-0.03
0.65,0.163,U,4,-0.08
0.35,0.163,U,4,-0.265
0.225,0.163,U,4,-0.265
0.15,0.163,U,4,-0.265
0.08,0.163,U,4,-0.2
0.03,0.163,U,4,-0.06
0.01,0.163,U,4,0.125
0,0.163,U,4,0.49
0.01,0.163,L,4,0.13
0.03,0.163,L,4,-0.075
0.08,0.163,L,4,-0.215
0.15,0.163,L,4,-0.26
0.225,0.163,L,4,-0.275
0.35,0.163,L,4,-0.265
0.5,0.163,L,4,-0.165
0.65,0.163,L,4,-0.07
0.75,0.163,L,4,-0.025
0.85,0.163,L,4,0
0.95,0.163,L,4,0.06
0.95,0.245,U,5,0.07
0.85,0.245,U,5,0.025
0.75,0.245,U,5,-0.02
0.65,0.245,U,5,-0.055
0.5,0.245,U,5,-0.145
0.35,0.245,U,5,-0.25
0.225,0.245,U,5,-0.27
0.15,0.245,U,5,-0.26
0.08,0.245,U,5,-0.195
0.03,0.245,U,5,-0.065
0.01,0.245,U,5,0.125
0.01,0.245,L,5,0.09
0.03,0.245,L,5,-0.065
0.08,0.245,L,5,-0.22
0.15,0.245,L,5,-0.26
0.225,0.245,L,5,-0.265
0.35,0.245,L,5,-0.25
0.5,0.245,L,5,-0.175
0.65,0.245,L,5,-0.06
0.75,0.245,L,5,-0.005
0.95,0.245,L,5,0.07
0.95,0.367,U,6,0.075
0.85,0.367,U,6,0.02
0.65,0.367,U,6,-0.055
0.5,0.367,U,6,-0.145
0.35,0.367,U,6,-0.245
0.225,0.367,U,6,-0.26
0.15,0.367,U,6,-0.25
0.08,0.367,U,6,-0.185
0.03,0.367,U,6,-0.055
0.01,0.367,U,6,0.115
0,0.367,U,6,0.505
0.01,0.367,L,6,0.1
0.03,0.367,L,6,-0.09
0.08,0.367,L,6,-0.2
0.15,0.367,L,6,-0.255
0.225,0.367,L,6,-0.26
0.35,0.367,L,6,-0.24
0.5,0.367,L,6,-0.14
0.65,0.367,L,6,-0.05
0.75,0.367,L,6,-0.02
0.85,0.367,L,6,0.035
0.95,0.367,L,6,0.07
0.95,0.51,U,7,0.08
0.85,0.51,U,7,0.035
0.75,0.51,U,7,-0.01
0.65,0.51,U,7,-0.055
0.5,0.51,U,7,-0.14
0.35,0.51,U,7,-0.235
0.225,0.51,U,7,-0.25
0.15,0.51,U,7,-0.24
0.08,0.51,U,7,-0.2
0.03,0.51,U,7,-0.065
0.01,0.51,U,7,0.155
0,0.51,U,7,0.495
0.01,0.51,L,7,0.11
0.03,0.51,L,7,-0.04
0.08,0.51,L,7,-0.185
0.15,0.51,L,7,-0.245
0.225,0.51,L,7,-0.255
0.35,0.51,L,7,-0.235
0.5,0.51,L,7,-0.15
0.65,0.51,L,7,-0.06
0.75,0.51,L,7,-0.01
0.85,0.51,L,7,0.03
0.95,0.51,L,7,0.07
0.95,0.653,U,8,0.08
0.85,0.653,U,8,0.03
0.75,0.653,U,8,0
0.65,0.653,U,8,-0.06
0.5,0.653,U,8,-0.14
0.35,0.653,U,8,-0.24
0.225,0.653,U,8,-0.255
0.15,0.653,U,8,-0.25
0.08,0.653,U,8,-0.225
0.03,0.653,U,8,-0.09
0.01,0.653,U,8,0.13
0,0.653,U,8,0.5
0.01,0.653,L,8,0.135
0.03,0.653,L,8,-0.0445
0.08,0.653,L,8,-0.18
0.15,0.653,L,8,-0.23
0.225,0.653,L,8,-0.25
0.35,0.653,L,8,-0.24
0.5,0.653,L,8,-0.145
0.65,0.653,L,8,-0.04
0.75,0.653,L,8,-0.005
0.85,0.653,L,8,0.035
0.95,0.653,L,8,0.075
0.95,0.898,U,9,0.11
0.85,0.898,U,9,0.05
0.75,0.898,U,9,0
0.65,0.898,U,9,-0.03
0.5,0.898,U,9,-0.12
0.35,0.898,U,9,-0.205
0.225,0.898,U,9,-0.23
0.15,0.898,U,9,-0.22
0.08,0.898,U,9,-0.195
0.03,0.898,U,9,-0.15
0.01,0.898,U,9,-0.015
0,0.898,U,9,0.43
0.01,0.898,L,9,-0.065
0.03,0.898,L,9,-0.215
0.08,0.898,L,9,-0.265
0.15,0.898,L,9,-0.255
0.225,0.898,L,9,-0.275
0.35,0.898,L,9,-0.23
0.5,0.898,L,9,-0.14
0.65,0.898,L,9,-0.055
0.75,0.898,L,9,-0.015
0.85,0.898,L,9,0.035
0.95,0.898,L,9,0.075
0.7,0.949,U,10,0.005
0.5,0.949,U,10,-0.09
0.35,0.949,U,10,-0.16
0.25,0.949,U,10,-0.175
0.15,0.949,U,10,-0.185
0.1,0.949,U,10,-0.16
0.05,0.949,U,10,-0.115
0.025,0.949,U,10,-0.06
