,0.32,0.42,0.52,0.55,0.57,0.6,0.63,0.66,0.69
0.95,-0.62,-0.62,-0.71,-0.72,-0.72,-0.7,-0.7,-0.68,-0.69
0.9,-0.64,-0.65,-0.74,-0.74,-0.74,-0.73,-0.73,-0.71,-0.73
0.85,-0.72,-0.66,-0.74,-0.73,-0.76,-0.71,-0.73,-0.74,-0.76
0.8,-0.74,-0.68,-0.75,-0.75,-0.78,-0.73,-0.75,-0.77,-0.78
0.75,-0.78,-0.7,-0.76,-0.76,-0.78,-0.74,-0.76,-0.79,-0.8
0.7,-0.77,-0.71,-0.77,-0.77,-0.79,-0.74,-0.77,-0.81,-0.81
0.65,-0.77,-0.72,-0.77,-0.76,-0.79,-0.75,-0.78,-0.83,-0.83
0.6,-0.76,-0.73,-0.78,-0.75,-0.79,-0.76,-0.79,-0.85,-0.84
0.55,-0.75,-0.74,-0.77,-0.76,-0.79,-0.76,-0.81,-0.87,-0.85
0.5,-0.74,-0.74,-0.77,-0.75,-0.78,-0.77,-0.82,-0.88,-0.86
0.45,-0.73,-0.75,-0.77,-0.74,-0.78,-0.77,-0.83,-0.89,-0.85
0.4,-0.72,-0.75,-0.76,-0.74,-0.76,-0.78,-0.84,-0.89,-0.86
0.35,-0.72,-0.78,-0.77,-0.74,-0.77,-0.78,-0.85,-0.89,-0.85
0.3,-0.71,-0.8,-0.77,-0.75,-0.78,-0.79,-0.86,-0.89,-0.86
0.25,-0.71,-0.86,-0.8,-0.77,-0.8,-0.83,-0.89,-0.89,-0.85
0.2,-0.71,-0.9,-0.85,-0.83,-0.88,-0.91,-0.93,-0.89,-0.86
0.15,-0.77,-0.99,-1.04,-1,-1.06,-1,-0.99,-0.91,-0.88
0.1,-1,-1.19,-1.31,-1.29,-1.33,-1.17,-1.08,-0.93,-0.87
0.075,-1.16,-1.42,-1.49,-1.44,-1.46,-1.31,-1.16,-0.94,-0.88
0.025,-2.02,-2.22,-1.93,-1.84,-1.84,-1.61,-1.31,-0.98,-0.88
0.013,-2.91,-2.76,-2.06,-1.97,-1.93,-1.66,-1.34,-1,-0.92
0.005,-3.59,-3.06,-2.26,-2.11,-2.11,-1.99,-1.85,-1.6,-1.47
0,-3.51,-2.62,-1.7,-1.49,-1.33,-1.07,-0.88,-0.75,-0.6
0.005,0.51,0.69,0.88,0.91,0.95,0.98,1.01,1.02,1.04
0.013,0.96,1.01,1.07,1.07,1.09,1.09,1.1,1.1,1.11
0.025,1.01,1.03,1.05,1.04,1.05,1.05,1.05,1.05,1.05
0.05,0.86,0.87,0.87,0.86,0.87,0.87,0.87,0.86,0.87
0.075,0.73,0.74,0.74,0.73,0.74,0.74,0.74,0.73,0.74
0.1,0.66,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0.67
0.15,0.55,0.56,0.55,0.55,0.56,0.56,0.57,0.56,0.57
0.2,0.46,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.48
0.25,0.4,0.41,0.4,0.4,0.4,0.41,0.41,--,--
0.3,0.33,0.33,0.32,0.32,0.32,0.33,0.33,0.34,0.35
0.35,0.27,0.27,0.26,0.26,0.26,0.27,0.27,--,--
0.4,0.23,0.22,0.21,0.21,0.21,0.22,0.22,0.23,0.24
0.45,0.2,0.19,0.17,0.18,0.17,0.18,0.18,--,--
0.5,0.17,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.17
0.55,0.15,0.15,0.13,0.13,0.13,0.14,0.14,--,--
0.6,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.14
0.7,0.1,0.1,0.08,0.08,0.08,0.09,0.09,--,--
0.75,0.08,0.08,0.06,0.07,0.06,0.07,0.08,0.09,0.1
0.8,0.06,0.07,0.04,0.05,0.05,0.06,0.06,--,--
0.85,0.02,0.02,-0.01,-0.01,-0.01,0,0,0.01,0.03
0.95,-0.19,-0.19,-0.24,-0.24,-0.23,-0.23,-0.23,-0.21,-0.19
