xc,yb,surf,section,cp
0.99619,0.05,U,1,0.105695847
0.95624,0.05,U,1,0.021728302
0.900483,0.05,U,1,-0.062199966
0.843881,0.05,U,1,-0.105474475
0.785998,0.05,U,1,-0.154165439
0.72819,0.05,U,1,-0.192016353
0.671552,0.05,U,1,-0.251550938
0.615491,0.05,U,1,-0.273131064
0.561119,0.05,U,1,-0.316391292
0.508984,0.05,U,1,-0.34882218
0.458507,0.05,U,1,-0.340588598
0.410335,0.05,U,1,-0.364878737
0.363751,0.05,U,1,-0.397309625
0.319442,0.05,U,1,-0.4595328
0.276981,0.05,U,1,-0.505492328
0.236335,0.05,U,1,-0.565012631
0.197963,0.05,U,1,-0.573021271
0.161629,0.05,U,1,-0.60814432
0.127694,0.05,U,1,-0.713709843
0.096415,0.05,U,1,-0.710878433
0.068029,0.05,U,1,-0.729705701
0.043449,0.05,U,1,-0.732276464
0.026691,0.05,U,1,-0.856822787
0.020164,0.05,U,1,-0.756484482
0.015533,0.05,U,1,-0.694107776
0.012003,0.05,U,1,-0.599214489
0.008412,0.05,U,1,-0.637108249
0.005101,0.05,U,1,-0.319972507
0.001938,0.05,U,1,0.094734399
0,0.05,U,1,0.880766587
0.001938,0.05,L,1,0.967365593
0.005101,0.05,L,1,0.73422953
0.008412,0.05,L,1,0.525497862
0.012003,0.05,L,1,0.327616956
0.015533,0.05,L,1,0.327577681
0.020164,0.05,L,1,0.181190585
0.026691,0.05,L,1,0.078152978
0.043449,0.05,L,1,-0.103542833
0.068029,0.05,L,1,-0.106388524
0.096415,0.05,L,1,-0.11195494
0.127694,0.05,L,1,-0.239461211
0.161629,0.05,L,1,-0.163691544
0.197963,0.05,L,1,-0.285759937
0.236335,0.05,L,1,-0.296717814
0.276981,0.05,L,1,-0.302237813
0.319442,0.05,L,1,-0.280664828
0.363751,0.05,L,1,-0.240118184
0.410335,0.05,L,1,-0.237511716
0.458507,0.05,L,1,-0.232188094
0.508984,0.05,L,1,-0.199764347
0.561119,0.05,L,1,-0.189027841
0.615491,0.05,L,1,-0.180994207
0.671552,0.05,L,1,-0.159403369
0.72819,0.05,L,1,-0.126979621
0.785998,0.05,L,1,-0.097258746
0.843881,0.05,L,1,-0.072947183
0.900483,0.05,L,1,-0.032382687
0.95624,0.05,L,1,0.024452597
0.99619,0.05,L,1,0.111115872
0.99619,0.1986,U,2,0.129186503
0.95624,0.1986,U,2,0.041063891
0.900483,0.1986,U,2,-0.028485888
0.843881,0.1986,U,2,-0.090032115
0.785998,0.1986,U,2,-0.143672269
0.72819,0.1986,U,2,-0.175992828
0.671552,0.1986,U,2,-0.240230115
0.615491,0.1986,U,2,-0.275213883
0.561119,0.1986,U,2,-0.307576219
0.508984,0.1986,U,2,-0.331907153
0.458507,0.1986,U,2,-0.337637403
0.410335,0.1986,U,2,-0.369944038
0.363751,0.1986,U,2,-0.396993882
0.319442,0.1986,U,2,-0.458637586
0.276981,0.1986,U,2,-0.496340264
0.236335,0.1986,U,2,-0.566029295
0.197963,0.1986,U,2,-0.57446453
0.161629,0.1986,U,2,-0.598879015
0.127694,0.1986,U,2,-0.687266208
0.096415,0.1986,U,2,-0.730378854
0.068029,0.1986,U,2,-0.738897641
0.043449,0.1986,U,2,-0.704819015
0.026691,0.1986,U,2,-0.817147234
0.020164,0.1986,U,2,-0.81473468
0.015533,0.1986,U,2,-0.7110645
0.012003,0.1986,U,2,-0.57008155
0.008412,0.1986,U,2,-0.575588996
0.005101,0.1986,U,2,-0.38138365
0.001938,0.1986,U,2,0.118979277
0,0.1986,U,2,0.890822374
0.001938,0.1986,L,2,0.949900347
0.005101,0.1986,L,2,0.774393163
0.008412,0.1986,L,2,0.532277914
0.012003,0.1986,L,2,0.340707926
0.015533,0.1986,L,2,0.324923629
0.020164,0.1986,L,2,0.239854133
0.026691,0.1986,L,2,0.090965108
0.043449,0.1986,L,2,-0.108274223
0.068029,0.1986,L,2,-0.067796935
0.096415,0.1986,L,2,-0.152476523
0.127694,0.1986,L,2,-0.157315555
0.161629,0.1986,L,2,-0.234019443
0.197963,0.1986,L,2,-0.294855482
0.236335,0.1986,L,2,-0.294409873
0.276981,0.1986,L,2,-0.30195389
0.319442,0.1986,L,2,-0.290897223
0.363751,0.1986,L,2,-0.245190994
0.410335,0.1986,L,2,-0.228821835
0.458507,0.1986,L,2,-0.223119435
0.508984,0.1986,L,2,-0.204087068
0.561119,0.1986,L,2,-0.193058251
0.615491,0.1986,L,2,-0.176716943
0.671552,0.1986,L,2,-0.155021367
0.72819,0.1986,L,2,-0.128055074
0.785998,0.1986,L,2,-0.085025979
0.843881,0.1986,L,2,-0.058073612
0.900483,0.1986,L,2,-0.015169845
0.95624,0.1986,L,2,0.049067442
0.99619,0.1986,L,2,0.123860086
0.99619,0.3436,U,3,0.154039012
0.95624,0.3436,U,3,0.067451413
0.900483,0.3436,U,3,-0.019193087
0.843881,0.3436,U,3,-0.068006188
0.785998,0.3436,U,3,-0.119529152
0.72819,0.3436,U,3,-0.157566813
0.671552,0.3436,U,3,-0.214495279
0.615491,0.3436,U,3,-0.255221466
0.561119,0.3436,U,3,-0.29054215
0.508984,0.3436,U,3,-0.315051832
0.458507,0.3436,U,3,-0.334184463
0.410335,0.3436,U,3,-0.36951226
0.363751,0.3436,U,3,-0.388644891
0.319442,0.3436,U,3,-0.453702946
0.276981,0.3436,U,3,-0.483639467
0.236335,0.3436,U,3,-0.55682
0.197963,0.3436,U,3,-0.565155853
0.161629,0.3436,U,3,-0.611330216
0.127694,0.3436,U,3,-0.687234837
0.096415,0.3436,U,3,-0.736168851
0.068029,0.3436,U,3,-0.749945767
0.043449,0.3436,U,3,-0.769135298
0.026691,0.3436,U,3,-0.845054144
0.020164,0.3436,U,3,-0.818140436
0.015533,0.3436,U,3,-0.780394388
0.012003,0.3436,U,3,-0.680485073
0.008412,0.3436,U,3,-0.613015879
0.005101,0.3436,U,3,-0.383395864
0.001938,0.3436,U,3,0.046192144
0,0.3436,U,3,0.827038176
0.001938,0.3436,L,3,0.967801703
0.005101,0.3436,L,3,0.778772738
0.008412,0.3436,L,3,0.589693985
0.012003,0.3436,L,3,0.443845019
0.015533,0.3436,L,3,0.368253347
0.020164,0.3436,L,3,0.246722026
0.026691,0.3436,L,3,0.160340689
0.043449,0.3436,L,3,-0.028595814
0.068029,0.3436,L,3,-0.058041573
0.096415,0.3436,L,3,-0.11994879
0.127694,0.3436,L,3,-0.160205551
0.161629,0.3436,L,3,-0.197816462
0.197963,0.3436,L,3,-0.267860382
0.236335,0.3436,L,3,-0.273045396
0.276981,0.3436,L,3,-0.256608403
0.319442,0.3436,L,3,-0.269908782
0.363751,0.3436,L,3,-0.22646562
0.410335,0.3436,L,3,-0.215455467
0.458507,0.3436,L,3,-0.193634311
0.508984,0.3436,L,3,-0.179928519
0.561119,0.3436,L,3,-0.17162823
0.615491,0.3436,L,3,-0.1552268
0.671552,0.3436,L,3,-0.130717118
0.72819,0.3436,L,3,-0.098099184
0.785998,0.3436,L,3,-0.06548125
0.843881,0.3436,L,3,-0.041000018
0.900483,0.3436,L,3,0.007827308
0.95624,0.3436,L,3,0.075552552
0.99619,0.3436,L,3,0.145944985
0.99619,0.4813,U,4,0.15449911
0.95624,0.4813,U,4,0.075011664
0.900483,0.4813,U,4,-0.004783397
0.843881,0.4813,U,4,-0.063359931
0.785998,0.4813,U,4,-0.111470754
0.72819,0.4813,U,4,-0.154256437
0.671552,0.4813,U,4,-0.199704691
0.615491,0.4813,U,4,-0.247815514
0.561119,0.4813,U,4,-0.272147778
0.508984,0.4813,U,4,-0.314974477
0.458507,0.4813,U,4,-0.307622503
0.410335,0.4813,U,4,-0.350490217
0.363751,0.4813,U,4,-0.377526066
0.319442,0.4813,U,4,-0.460004204
0.276981,0.4813,U,4,-0.455335308
0.236335,0.4813,U,4,-0.548422709
0.197963,0.4813,U,4,-0.551741522
0.161629,0.4813,U,4,-0.621132395
