xc,yb,surf,section,cp
0.99619,0.05,U,1,0.116637465
0.95624,0.05,U,1,0.047183778
0.900483,0.05,U,1,-0.024291107
0.843881,0.05,U,1,-0.058485742
0.785998,0.05,U,1,-0.096432321
0.72819,0.05,U,1,-0.113871346
0.671552,0.05,U,1,-0.168624791
0.615491,0.05,U,1,-0.184230557
0.561119,0.05,U,1,-0.199836322
0.508984,0.05,U,1,-0.211707229
0.458507,0.05,U,1,-0.238517572
0.410335,0.05,U,1,-0.257875282
0.363751,0.05,U,1,-0.258592867
0.319442,0.05,U,1,-0.281685436
0.276981,0.05,U,1,-0.286154966
0.236335,0.05,U,1,-0.290590325
0.197963,0.05,U,1,-0.278304244
0.161629,0.05,U,1,-0.284692459
0.127694,0.05,U,1,-0.300503249
0.096415,0.05,U,1,-0.293887799
0.068029,0.05,U,1,-0.199554414
0.043449,0.05,U,1,-0.099721252
0.026691,0.05,U,1,-0.038933259
0.020164,0.05,U,1,0.115653348
0.015533,0.05,U,1,0.218037354
0.012003,0.05,U,1,0.307417693
0.008412,0.05,U,1,0.460205212
0.005101,0.05,U,1,0.596117523
0.001938,0.05,U,1,0.916854107
0,0.05,U,1,0.929123103
0.001938,0.05,L,1,0.263134155
0.005101,0.05,L,1,-0.033189161
0.008412,0.05,L,1,-0.428742526
0.012003,0.05,L,1,-0.53295979
0.015533,0.05,L,1,-0.570052102
0.020164,0.05,L,1,-0.521123055
0.026691,0.05,L,1,-0.68131195
0.043449,0.05,L,1,-0.687944486
0.068029,0.05,L,1,-0.675783129
0.096415,0.05,L,1,-0.551593081
0.127694,0.05,L,1,-0.647845152
0.161629,0.05,L,1,-0.548017116
0.197963,0.05,L,1,-0.584562696
0.236335,0.05,L,1,-0.520284164
0.276981,0.05,L,1,-0.502742627
0.319442,0.05,L,1,-0.479684228
0.363751,0.05,L,1,-0.407970148
0.410335,0.05,L,1,-0.366186198
0.458507,0.05,L,1,-0.337525511
0.508984,0.05,L,1,-0.303142937
0.561119,0.05,L,1,-0.270764476
0.615491,0.05,L,1,-0.247688992
0.671552,0.05,L,1,-0.206007553
0.72819,0.05,L,1,-0.171761663
0.785998,0.05,L,1,-0.137498687
0.843881,0.05,L,1,-0.084595585
0.900483,0.05,L,1,-0.039179288
0.95624,0.05,L,1,0.032278512
0.99619,0.05,L,1,0.107317402
0.99619,0.1986,U,2,0.145464864
0.95624,0.1986,U,2,0.066020362
0.900483,0.1986,U,2,0.001169834
0.843881,0.1986,U,2,-0.045229739
0.785998,0.1986,U,2,-0.088038732
0.72819,0.1986,U,2,-0.11055515
0.671552,0.1986,U,2,-0.160719043
0.615491,0.1986,U,2,-0.177745347
0.561119,0.1986,U,2,-0.202126551
0.508984,0.1986,U,2,-0.202578269
0.458507,0.1986,U,2,-0.239873982
0.410335,0.1986,U,2,-0.247726931
0.363751,0.1986,U,2,-0.273996085
0.319442,0.1986,U,2,-0.270776145
0.276981,0.1986,U,2,-0.300763288
0.236335,0.1986,U,2,-0.279173471
0.197963,0.1986,U,2,-0.290755991
0.161629,0.1986,U,2,-0.274737366
0.127694,0.1986,U,2,-0.321357008
0.096415,0.1986,U,2,-0.253830918
0.068029,0.1986,U,2,-0.237916536
0.043449,0.1986,U,2,-0.072807719
0.026691,0.1986,U,2,-0.032871191
0.020164,0.1986,U,2,0.152866094
0.015533,0.1986,U,2,0.193150098
0.012003,0.1986,U,2,0.353185772
0.008412,0.1986,U,2,0.397118269
0.005101,0.1986,U,2,0.691522754
0.001938,0.1986,U,2,0.888240268
0,0.1986,U,2,0.889514345
0.001938,0.1986,L,2,0.370721707
0.005101,0.1986,L,2,-0.142742972
0.008412,0.1986,L,2,-0.313758875
0.012003,0.1986,L,2,-0.56398763
0.015533,0.1986,L,2,-0.468026454
0.020164,0.1986,L,2,-0.596731413
0.026691,0.1986,L,2,-0.590905406
0.043449,0.1986,L,2,-0.730266282
0.068029,0.1986,L,2,-0.609889155
0.096415,0.1986,L,2,-0.638729629
0.127694,0.1986,L,2,-0.564439348
0.161629,0.1986,L,2,-0.598885762
0.197963,0.1986,L,2,-0.574365567
0.236335,0.1986,L,2,-0.540706765
0.276981,0.1986,L,2,-0.494156619
0.319442,0.1986,L,2,-0.488110544
0.363751,0.1986,L,2,-0.40475115
0.410335,0.1986,L,2,-0.365625398
0.458507,0.1986,L,2,-0.333808217
