,0.31,0.41,0.52,0.54,0.57,0.6,0.62,0.65,0.68,0.7,0.73,0.76
1,-0.51,-0.53,-0.54,-0.58,-0.59,-0.58,-0.6,-0.59,-0.59,-0.6,-0.6,-0.6
0.951,-0.57,-0.58,-0.6,-0.62,-0.63,-0.62,-0.64,-0.63,-0.63,-0.64,-0.63,-0.64
0.849,-0.65,-0.66,-0.66,-0.68,-0.68,-0.67,-0.68,-0.67,-0.67,-0.69,-0.68,-0.68
0.802,-0.68,-0.68,-0.67,-0.69,-0.69,-0.68,-0.69,-0.67,-0.68,-0.69,-0.68,-0.68
0.751,-0.69,-0.69,-0.68,-0.7,-0.69,-0.68,-0.69,-0.68,-0.68,-0.7,-0.68,-0.68
0.701,-0.7,-0.7,-0.68,-0.7,-0.69,-0.68,-0.68,-0.67,-0.68,-0.7,-0.69,-0.68
0.649,-0.71,-0.7,-0.68,-0.69,-0.69,-0.67,-0.68,-0.67,-0.67,-0.69,-0.69,-0.67
0.598,-0.71,-0.7,-0.68,-0.69,-0.68,-0.67,-0.67,-0.66,-0.66,-0.69,-0.69,-0.66
0.549,-0.7,-0.69,-0.67,-0.68,-0.67,-0.66,-0.66,-0.65,-0.65,-0.68,-0.68,-0.66
0.499,-0.69,-0.68,-0.66,-0.67,-0.66,-0.65,-0.65,-0.64,-0.64,-0.67,-0.67,-0.65
0.4,-0.68,-0.66,-0.62,-0.65,-0.63,-0.61,-0.62,-0.61,-0.62,-0.67,-0.67,-0.63
0.349,-0.66,-0.65,-0.61,-0.64,-0.62,-0.6,-0.6,-0.6,-0.62,-0.67,-0.67,-0.62
0.301,-0.65,-0.64,-0.6,-0.63,-0.6,-0.59,-0.59,-0.59,-0.61,-0.67,-0.67,-0.61
0.249,-0.63,-0.61,-0.58,-0.6,-0.59,-0.57,-0.58,-0.57,-0.61,-0.67,-0.67,-0.6
0.199,-0.62,-0.61,-0.58,-0.6,-0.58,-0.57,-0.57,-0.56,-0.61,-0.68,-0.67,-0.6
0.151,-0.59,-0.6,-0.57,-0.6,-0.58,-0.56,-0.57,-0.56,-0.61,-0.71,-0.68,-0.59
0.101,-0.58,-0.59,-0.57,-0.59,-0.58,-0.56,-0.58,-0.56,-0.61,-0.73,-0.69,-0.59
0.076,-0.57,-0.59,-0.57,-0.6,-0.58,-0.56,-0.59,-0.56,-0.61,-0.74,-0.69,-0.59
0.051,-0.58,-0.59,-0.56,-0.61,-0.6,-0.57,-0.64,-0.57,-0.62,-0.78,-0.71,-0.59
0.029,-0.57,-0.59,-0.56,-0.62,-0.61,-0.57,-0.64,-0.57,-0.63,-0.78,-0.73,-0.59
0.005,-0.57,-0.63,-0.6,-0.7,-0.66,-0.64,-0.71,-0.62,-0.64,-0.81,-0.73,-0.61
0,-0.83,-0.82,-0.73,-0.88,-0.88,-0.75,-0.77,-0.69,-0.7,-0.72,-0.65,-0.48
0.005,0.98,1.01,1.04,1.04,1.04,1.06,1.07,1.09,1.09,1.1,1.12,1.14
0.014,1,1.02,1.04,1.05,1.05,1.05,1.06,1.07,1.08,1.09,1.1,1.1
0.049,0.75,0.76,0.78,0.78,0.79,0.78,0.79,0.8,0.82,0.83,0.84,0.84
0.073,0.64,0.65,0.66,0.67,0.67,0.67,0.67,0.68,0.7,0.71,0.72,0.72
0.098,0.55,0.55,0.56,0.57,0.57,0.57,0.58,0.58,0.6,0.68,0.62,0.62
0.152,0.4,0.41,0.42,0.42,0.43,0.42,0.43,0.44,0.45,0.46,0.47,0.48
0.251,0.22,0.22,0.23,0.23,0.23,0.23,0.23,0.24,0.25,0.25,0.27,0.27
0.3,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.18,0.18
0.351,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.11,0.11
0.403,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.05
0.449,0,-0.01,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.02,-0.02,0,0
0.5,-0.04,-0.04,-0.05,-0.05,-0.05,-0.06,-0.07,-0.06,-0.06,-0.06,-0.04,-0.05
0.549,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.09,-0.08,-0.08,-0.08,-0.07,-0.07
0.602,-0.07,-0.07,-0.08,-0.08,-0.09,-0.09,-0.1,-0.1,-0.09,-0.09,-0.08,-0.08
0.649,-0.08,-0.09,-0.09,-0.1,-0.1,-0.11,-0.11,-0.11,-0.11,-0.11,-0.09,-0.09
0.701,-0.09,-0.1,-0.11,-0.11,-0.11,-0.12,-0.13,-0.12,-0.12,-0.12,-0.11,-0.11
0.751,-0.11,-0.12,-0.13,-0.13,-0.13,-0.14,-0.15,-0.14,-0.14,-0.14,-0.12,-0.12
0.801,-0.14,-0.15,-0.16,-0.16,-0.17,-0.17,-0.18,-0.17,-0.17,-0.17,-0.16,-0.15
0.851,-0.18,-0.19,-0.21,-0.21,-0.22,-0.22,-0.23,-0.22,-0.22,-0.22,-0.21,-0.21
0.951,-0.3,-0.31,-0.33,-0.34,-0.35,-0.35,-0.36,-0.35,-0.35,-0.35,-0.34,--
