,0.757
1,0.2492
0.95,0.1758
0.925,0.1272
0.9,0.0676
0.86,-0.0499
0.84,-0.1195
0.82,-0.1916
0.78,-0.3315
0.76,-0.3938
0.74,-0.4467
0.72,-0.4834
0.7,-0.4938
0.68,-0.4992
0.66,-0.4935
0.64,-0.4825
0.62,-0.4869
0.6,-0.5059
0.58,-0.5582
0.56,-0.5915
0.54,-0.6354
0.52,-0.6495
0.5,-0.6838
0.475,-0.6843
0.45,-0.6838
0.425,-0.658
0.4,-0.6325
0.375,-0.6039
0.35,-0.5774
0.325,-0.5253
0.3,-0.5365
0.2375,-0.8696
0.225,-0.8754
0.2,-0.892
0.18,-0.8922
0.16,-0.8723
0.14,-0.8864
0.12,-0.899
0.1,-0.891
0.09,-0.8791
0.08,-0.9038
0.07,-0.9336
0.06,-0.9545
0.05,-0.9736
0.04,-0.9737
0.03,-0.8917
0.01,-0.5721
0.005,-0.0641
0,1.0892
0.005,0.8846
0.01,0.654
0.02,0.3609
0.03,0.1768
0.04,0.0699
0.05,0.0122
0.075,-0.0563
0.2,-0.241
0.25,-0.2914
0.3,-0.3428
0.35,-0.3845
0.4,-0.3857
0.45,-0.3477
0.5,-0.3259
0.5625,-0.3295
0.6,-0.3615
0.65,-0.3248
0.7,-0.1353
0.725,-0.02
0.75,0.0639
0.775,0.1459
0.8,0.1972
0.825,0.2278
0.85,0.2509
0.9,0.2667
0.95,0.2684
1,0.2492
