,0.7
1,-0.021
0.953,-0.064
0.888,-0.136
0.819,-0.243
0.749,-0.364
0.698,-0.452
0.659,-0.53
0.619,-0.616
0.579,-0.728
0.54,-0.824
0.499,-0.904
0.46,-0.987
0.419,-1.231
0.379,-1.483
0.339,-1.672
0.3,-1.687
0.25,-1.693
0.199,-1.701
0.149,-1.671
0.101,-1.608
0.075,-1.568
0.05,-1.366
0.026,-1.139
0.016,-0.998
0.008,-0.464
0.002,0.141
0,0.857
0.003,1.12
0.011,0.778
0.02,0.694
0.04,0.569
0.07,0.425
0.1,0.339
0.149,0.207
0.229,0.04
0.32,-0.06
0.39,-0.072
0.459,-0.041
0.539,0.039
0.64,0.152
0.74,0.264
0.859,0.349
0.952,0.245
