xc,yb,surf,section,cp
0.9,0.309,U,1,-0.177
0.8,0.309,U,1,-0.371
0.7,0.309,U,1,-0.921
0.62,0.309,U,1,-0.824
0.56,0.309,U,1,-0.768
0.5,0.309,U,1,-0.747
0.44,0.309,U,1,-0.691
0.38,0.309,U,1,-0.709
0.32,0.309,U,1,-0.758
0.26,0.309,U,1,-0.784
0.2,0.309,U,1,-0.714
0.1,0.309,U,1,-0.695
0.05,0.309,U,1,-0.638
0.0025,0.309,U,1,-0.409
0,0.309,U,1,1.246
0.025,0.309,L,1,-0.066
0.05,0.309,L,1,-0.305
0.1,0.309,L,1,-0.414
0.2,0.309,L,1,-0.496
0.26,0.309,L,1,-0.484
0.32,0.309,L,1,-0.421
0.38,0.309,L,1,-0.454
0.44,0.309,L,1,-0.562
0.5,0.309,L,1,-0.68
0.56,0.309,L,1,-0.456
0.62,0.309,L,1,0.068
0.7,0.309,L,1,0.093
0.8,0.309,L,1,0.381
0.9,0.309,L,1,0.488
0.9,0.588,U,2,-0.209
0.8,0.588,U,2,-0.352
0.7,0.588,U,2,-0.715
0.62,0.588,U,2,-0.814
0.56,0.588,U,2,-0.78
0.5,0.588,U,2,-0.856
0.44,0.588,U,2,-0.743
0.38,0.588,U,2,-0.774
0.32,0.588,U,2,-0.814
0.26,0.588,U,2,-0.779
0.2,0.588,U,2,-0.706
0.1,0.588,U,2,-0.681
0.05,0.588,U,2,-0.602
0.0025,0.588,U,2,-0.593
0,0.588,U,2,1.203
0.025,0.588,L,2,-0.144
0.05,0.588,L,2,-0.151
0.1,0.588,L,2,-0.374
0.2,0.588,L,2,-0.535
0.26,0.588,L,2,-0.501
0.32,0.588,L,2,-0.462
0.38,0.588,L,2,-0.545
0.44,0.588,L,2,-0.494
0.5,0.588,L,2,-0.66
0.56,0.588,L,2,-0.615
0.62,0.588,L,2,-0.049
0.7,0.588,L,2,0.147
0.8,0.588,L,2,0.424
0.9,0.588,L,2,0.574
0.9,0.809,U,3,-0.227
0.8,0.809,U,3,-0.46
0.7,0.809,U,3,-0.469
0.62,0.809,U,3,-0.536
0.56,0.809,U,3,-0.512
0.5,0.809,U,3,-0.516
0.44,0.809,U,3,-0.545
0.38,0.809,U,3,-0.556
0.32,0.809,U,3,-0.758
0.26,0.809,U,3,-0.764
0.2,0.809,U,3,-1.082
0.1,0.809,U,3,-0.75
0.05,0.809,U,3,-0.689
0.0025,0.809,U,3,-0.587
0,0.809,U,3,1.209
0.025,0.809,L,3,-0.096
0.05,0.809,L,3,-0.306
0.1,0.809,L,3,-0.479
0.2,0.809,L,3,-0.544
0.26,0.809,L,3,-0.459
0.32,0.809,L,3,-0.455
0.38,0.809,L,3,-0.458
0.44,0.809,L,3,-0.001
0.5,0.809,L,3,-0.595
0.56,0.809,L,3,-0.198
0.62,0.809,L,3,-0.026
0.7,0.809,L,3,0.079
0.8,0.809,L,3,0.207
0.9,0.809,L,3,0.42
0.9,0.951,U,4,-0.401
0.8,0.951,U,4,-0.302
0.7,0.951,U,4,-0.279
0.62,0.951,U,4,-0.323
0.56,0.951,U,4,-0.363
0.5,0.951,U,4,-0.394
0.44,0.951,U,4,-0.404
0.38,0.951,U,4,-0.382
0.32,0.951,U,4,-0.458
0.26,0.951,U,4,-0.456
0.2,0.951,U,4,-0.64
0.1,0.951,U,4,-0.807
0.05,0.951,U,4,-0.771
0.0025,0.951,U,4,-0.527
0,0.951,U,4,1.197
0.025,0.951,L,4,-0.125
0.05,0.951,L,4,-0.403
0.1,0.951,L,4,-0.481
0.2,0.951,L,4,-0.483
0.26,0.951,L,4,-0.439
0.32,0.951,L,4,-0.415
0.38,0.951,L,4,-0.401
0.44,0.951,L,4,-0.429
0.5,0.951,L,4,-0.44
0.56,0.951,L,4,-0.521
0.62,0.951,L,4,-0.157
0.7,0.951,L,4,0.111
0.8,0.951,L,4,0.29
0.9,0.951,L,4,0.419
