xc,yb,surf,section,cp
0.9,0.309,U,1,-0.266
0.8,0.309,U,1,-0.581
0.7,0.309,U,1,-0.589
0.62,0.309,U,1,-0.5
0.56,0.309,U,1,-0.5
0.5,0.309,U,1,-0.473
0.44,0.309,U,1,-0.35
0.38,0.309,U,1,-0.349
0.32,0.309,U,1,-0.539
0.26,0.309,U,1,-0.527
0.2,0.309,U,1,-0.603
0.1,0.309,U,1,-0.647
0.05,0.309,U,1,-0.543
0.0025,0.309,U,1,-0.365
0,0.309,U,1,1.213
0.025,0.309,L,1,-0.36
0.05,0.309,L,1,-0.577
0.1,0.309,L,1,-0.695
0.2,0.309,L,1,-0.709
0.26,0.309,L,1,-0.625
0.32,0.309,L,1,-0.431
0.38,0.309,L,1,-0.357
0.44,0.309,L,1,-0.398
0.5,0.309,L,1,-0.442
0.56,0.309,L,1,-0.309
0.62,0.309,L,1,0.099
0.7,0.309,L,1,0.208
0.8,0.309,L,1,0.321
0.9,0.309,L,1,0.436
0.9,0.588,U,2,-0.276
0.8,0.588,U,2,-0.55
0.7,0.588,U,2,-0.538
0.62,0.588,U,2,-0.462
0.56,0.588,U,2,-0.393
0.5,0.588,U,2,-0.437
0.44,0.588,U,2,-0.357
0.38,0.588,U,2,-0.357
0.32,0.588,U,2,-0.421
0.26,0.588,U,2,-0.595
0.2,0.588,U,2,-0.594
0.1,0.588,U,2,-0.647
0.05,0.588,U,2,-0.549
0.0025,0.588,U,2,-0.546
0,0.588,U,2,1.179
0.025,0.588,L,2,-0.45
0.05,0.588,L,2,-0.408
0.1,0.588,L,2,-0.661
0.2,0.588,L,2,-0.747
0.26,0.588,L,2,-0.634
0.32,0.588,L,2,-0.458
0.38,0.588,L,2,-0.375
0.44,0.588,L,2,-0.332
0.5,0.588,L,2,-0.438
0.56,0.588,L,2,-0.401
0.62,0.588,L,2,-0.052
0.7,0.588,L,2,0.21
0.8,0.588,L,2,0.337
0.9,0.588,L,2,0.494
0.9,0.809,U,3,-0.286
0.8,0.809,U,3,-0.48
0.7,0.809,U,3,-0.406
0.62,0.809,U,3,-0.387
0.56,0.809,U,3,-0.354
0.5,0.809,U,3,-0.351
0.44,0.809,U,3,-0.301
0.38,0.809,U,3,-0.284
0.32,0.809,U,3,-0.324
0.26,0.809,U,3,-0.408
0.2,0.809,U,3,-0.621
0.1,0.809,U,3,-0.73
0.05,0.809,U,3,-0.578
0.0025,0.809,U,3,-0.555
0,0.809,U,3,1.19
0.025,0.809,L,3,-0.377
0.05,0.809,L,3,-0.557
0.1,0.809,L,3,-0.719
0.2,0.809,L,3,-0.614
0.26,0.809,L,3,-0.475
0.32,0.809,L,3,-0.344
0.38,0.809,L,3,-0.346
0.44,0.809,L,3,-0.001
0.5,0.809,L,3,-0.42
0.56,0.809,L,3,-0.312
0.62,0.809,L,3,-0.096
0.7,0.809,L,3,0.169
0.8,0.809,L,3,0.269
0.9,0.809,L,3,0.397
0.9,0.951,U,4,-0.276
0.8,0.951,U,4,-0.287
0.7,0.951,U,4,-0.263
0.62,0.951,U,4,-0.255
0.56,0.951,U,4,-0.25
0.5,0.951,U,4,-0.254
0.44,0.951,U,4,-0.266
0.38,0.951,U,4,-0.245
0.32,0.951,U,4,-0.235
0.26,0.951,U,4,-0.313
0.2,0.951,U,4,-0.346
0.1,0.951,U,4,-0.63
0.05,0.951,U,4,-0.703
0.0025,0.951,U,4,-0.492
0,0.951,U,4,1.177
0.025,0.951,L,4,-0.373
0.05,0.951,L,4,-0.62
0.1,0.951,L,4,-0.598
0.2,0.951,L,4,-0.456
0.26,0.951,L,4,-0.333
0.32,0.951,L,4,-0.295
0.38,0.951,L,4,-0.304
0.44,0.951,L,4,-0.343
0.5,0.951,L,4,-0.332
0.56,0.951,L,4,-0.325
0.62,0.951,L,4,-0.132
0.7,0.951,L,4,0.13
0.8,0.951,L,4,0.25
0.9,0.951,L,4,0.336
