xc,yb,surf,section,cp
0.9,0.309,U,1,-0.342
0.8,0.309,U,1,-0.526
0.7,0.309,U,1,-0.506
0.62,0.309,U,1,-0.474
0.56,0.309,U,1,-0.46
0.5,0.309,U,1,-0.44
0.44,0.309,U,1,-0.363
0.38,0.309,U,1,-0.407
0.32,0.309,U,1,-0.458
0.26,0.309,U,1,-0.549
0.2,0.309,U,1,-0.459
0.1,0.309,U,1,-1.027
0.05,0.309,U,1,-1.082
0.0025,0.309,U,1,-0.849
0,0.309,U,1,1.177
0.025,0.309,L,1,-0.078
0.05,0.309,L,1,-0.288
0.1,0.309,L,1,-0.356
0.2,0.309,L,1,-0.292
0.26,0.309,L,1,-0.283
0.32,0.309,L,1,-0.218
0.38,0.309,L,1,-0.193
0.44,0.309,L,1,-0.253
0.5,0.309,L,1,-0.271
0.56,0.309,L,1,-0.233
0.62,0.309,L,1,0.167
0.7,0.309,L,1,0.267
0.8,0.309,L,1,0.422
0.9,0.309,L,1,0.517
0.9,0.588,U,2,-0.348
0.8,0.588,U,2,-0.458
0.7,0.588,U,2,-0.478
0.62,0.588,U,2,-0.412
0.56,0.588,U,2,-0.358
0.5,0.588,U,2,-0.473
0.44,0.588,U,2,-0.337
0.38,0.588,U,2,-0.409
0.32,0.588,U,2,-0.493
0.26,0.588,U,2,-0.498
0.2,0.588,U,2,-0.473
0.1,0.588,U,2,-1.003
0.05,0.588,U,2,-1.003
0.0025,0.588,U,2,-1.051
0,0.588,U,2,1.129
0.025,0.588,L,2,-0.156
0.05,0.588,L,2,-0.138
0.1,0.588,L,2,-0.324
0.2,0.588,L,2,-0.339
0.26,0.588,L,2,-0.263
0.32,0.588,L,2,-0.239
0.38,0.588,L,2,-0.261
0.44,0.588,L,2,-0.176
0.5,0.588,L,2,-0.278
0.56,0.588,L,2,-0.364
0.62,0.588,L,2,-0.106
0.7,0.588,L,2,0.24
0.8,0.588,L,2,0.415
0.9,0.588,L,2,0.563
0.9,0.809,U,3,-0.334
0.8,0.809,U,3,-0.433
0.7,0.809,U,3,-0.385
0.62,0.809,U,3,-0.33
0.56,0.809,U,3,-0.329
0.5,0.809,U,3,-0.312
0.44,0.809,U,3,-0.29
0.38,0.809,U,3,-0.313
0.32,0.809,U,3,-0.336
0.26,0.809,U,3,-0.377
0.2,0.809,U,3,-0.219
0.1,0.809,U,3,-0.912
0.05,0.809,U,3,-1.042
0.0025,0.809,U,3,-1.033
0,0.809,U,3,1.14
0.025,0.809,L,3,-0.111
0.05,0.809,L,3,-0.302
0.1,0.809,L,3,-0.406
0.2,0.809,L,3,-0.33
0.26,0.809,L,3,-0.236
0.32,0.809,L,3,-0.205
0.38,0.809,L,3,-0.23
0.44,0.809,L,3,-0.001
0.5,0.809,L,3,-0.304
0.56,0.809,L,3,-0.294
0.62,0.809,L,3,-0.209
0.7,0.809,L,3,0.262
0.8,0.809,L,3,0.383
0.9,0.809,L,3,0.51
0.9,0.951,U,4,-0.389
0.8,0.951,U,4,-0.301
0.7,0.951,U,4,-0.259
0.62,0.951,U,4,-0.218
0.56,0.951,U,4,-0.2
0.5,0.951,U,4,-0.225
0.44,0.951,U,4,-0.234
0.38,0.951,U,4,-0.213
0.32,0.951,U,4,-0.221
0.26,0.951,U,4,-0.283
0.2,0.951,U,4,-0.405
0.1,0.951,U,4,-0.663
0.05,0.951,U,4,-0.954
0.0025,0.951,U,4,-0.869
0,0.951,U,4,1.133
0.025,0.951,L,4,-0.15
0.05,0.951,L,4,-0.36
0.1,0.951,L,4,-0.352
0.2,0.951,L,4,-0.321
0.26,0.951,L,4,-0.288
0.32,0.951,L,4,-0.218
0.38,0.951,L,4,-0.204
0.44,0.951,L,4,-0.26
0.5,0.951,L,4,-0.253
0.56,0.951,L,4,-0.268
0.62,0.951,L,4,-0.166
0.7,0.951,L,4,0.096
0.8,0.951,L,4,0.365
0.9,0.951,L,4,0.408
