xc,yb,surf,section,cp
0.9,0.309,U,1,-0.325
0.8,0.309,U,1,-0.414
0.7,0.309,U,1,-0.226
0.62,0.309,U,1,-0.914
0.56,0.309,U,1,-0.925
0.5,0.309,U,1,-0.866
0.44,0.309,U,1,-1.034
0.38,0.309,U,1,-1.058
0.32,0.309,U,1,-1.083
0.26,0.309,U,1,-1.1
0.2,0.309,U,1,-1.038
0.1,0.309,U,1,-1.06
0.05,0.309,U,1,-0.988
0.0025,0.309,U,1,-0.806
0,0.309,U,1,1.186
0.025,0.309,L,1,0.137
0.05,0.309,L,1,-0.098
0.1,0.309,L,1,-0.221
0.2,0.309,L,1,-0.259
0.26,0.309,L,1,-0.274
0.32,0.309,L,1,-0.218
0.38,0.309,L,1,-0.242
0.44,0.309,L,1,-0.297
0.5,0.309,L,1,-0.345
0.56,0.309,L,1,-0.295
0.62,0.309,L,1,0.04
0.7,0.309,L,1,0.276
0.8,0.309,L,1,0.434
0.9,0.309,L,1,0.558
0.9,0.588,U,2,-0.354
0.8,0.588,U,2,-0.46
0.7,0.588,U,2,-0.351
0.62,0.588,U,2,-0.217
0.56,0.588,U,2,-0.439
0.5,0.588,U,2,-1.068
0.44,0.588,U,2,-1.054
0.38,0.588,U,2,-1.069
0.32,0.588,U,2,-1.093
0.26,0.588,U,2,-1.1
0.2,0.588,U,2,-1.002
0.1,0.588,U,2,-1.028
0.05,0.588,U,2,-0.99
0.0025,0.588,U,2,-0.938
0,0.588,U,2,1.14
0.025,0.588,L,2,0.069
0.05,0.588,L,2,0.029
0.1,0.588,L,2,-0.207
0.2,0.588,L,2,-0.315
0.26,0.588,L,2,-0.302
0.32,0.588,L,2,-0.277
0.38,0.588,L,2,-0.32
0.44,0.588,L,2,-0.249
0.5,0.588,L,2,-0.372
0.56,0.588,L,2,-0.439
0.62,0.588,L,2,-0.101
0.7,0.588,L,2,0.277
0.8,0.588,L,2,0.481
0.9,0.588,L,2,0.625
0.9,0.809,U,3,-0.352
0.8,0.809,U,3,-0.497
0.7,0.809,U,3,-0.373
0.62,0.809,U,3,-0.353
0.56,0.809,U,3,-0.352
0.5,0.809,U,3,-0.387
0.44,0.809,U,3,-0.407
0.38,0.809,U,3,-0.561
0.32,0.809,U,3,-0.931
0.26,0.809,U,3,-1.006
0.2,0.809,U,3,-1.001
0.1,0.809,U,3,-1.099
0.05,0.809,U,3,-1.029
0.0025,0.809,U,3,-0.917
0,0.809,U,3,1.151
0.025,0.809,L,3,0.099
0.05,0.809,L,3,-0.136
0.1,0.809,L,3,-0.292
0.2,0.809,L,3,-0.291
0.26,0.809,L,3,-0.284
0.32,0.809,L,3,-0.255
0.38,0.809,L,3,-0.272
0.44,0.809,L,3,0
0.5,0.809,L,3,-0.394
0.56,0.809,L,3,-0.370
0.62,0.809,L,3,-0.149
0.7,0.809,L,3,0.214
0.8,0.809,L,3,0.369
0.9,0.809,L,3,0.521
0.9,0.951,U,4,-0.659
0.8,0.951,U,4,-0.363
0.7,0.951,U,4,-0.267
0.62,0.951,U,4,-0.252
0.56,0.951,U,4,-0.269
0.5,0.951,U,4,-0.301
0.44,0.951,U,4,-0.358
0.38,0.951,U,4,-0.39
0.32,0.951,U,4,-0.437
0.26,0.951,U,4,-0.553
0.2,0.951,U,4,-0.618
0.1,0.951,U,4,-1.083
0.05,0.951,U,4,-1.098
0.0025,0.951,U,4,-0.883
0,0.951,U,4,1.152
0.025,0.951,L,4,0.027
0.05,0.951,L,4,-0.235
0.1,0.951,L,4,-0.323
0.2,0.951,L,4,-0.315
0.26,0.951,L,4,-0.324
0.32,0.951,L,4,-0.242
0.38,0.951,L,4,-0.263
0.44,0.951,L,4,-0.326
0.5,0.951,L,4,-0.338
0.56,0.951,L,4,-0.389
0.62,0.951,L,4,-0.23
0.7,0.951,L,4,0.12
0.8,0.951,L,4,0.332
0.9,0.951,L,4,0.417
