xc,yb,surf,section,cp
0.9,0.309,U,1,-0.29
0.8,0.309,U,1,-0.442
0.7,0.309,U,1,-0.406
0.62,0.309,U,1,-0.475
0.56,0.309,U,1,-0.515
0.5,0.309,U,1,-0.523
0.44,0.309,U,1,-0.816
0.38,0.309,U,1,-0.614
0.32,0.309,U,1,-0.725
0.26,0.309,U,1,-0.885
0.2,0.309,U,1,-1.03
0.1,0.309,U,1,-1.707
0.05,0.309,U,1,-2.49
0.0025,0.309,U,1,-4.813
0,0.309,U,1,-0.903
0.025,0.309,L,1,0.922
0.05,0.309,L,1,0.705
0.1,0.309,L,1,0.487
0.2,0.309,L,1,0.304
0.26,0.309,L,1,0.241
0.32,0.309,L,1,0.232
0.38,0.309,L,1,0.267
0.44,0.309,L,1,0.156
0.5,0.309,L,1,0.122
0.56,0.309,L,1,0.109
0.62,0.309,L,1,-0.074
0.7,0.309,L,1,0.327
0.8,0.309,L,1,0.447
0.9,0.309,L,1,0.494
0.9,0.588,U,2,-0.284
0.8,0.588,U,2,-0.348
0.7,0.588,U,2,-0.461
0.62,0.588,U,2,-0.432
0.56,0.588,U,2,-0.396
0.5,0.588,U,2,-0.417
0.44,0.588,U,2,-0.597
0.38,0.588,U,2,-0.608
0.32,0.588,U,2,-0.674
0.26,0.588,U,2,-0.75
0.2,0.588,U,2,-0.91
0.1,0.588,U,2,-1.514
0.05,0.588,U,2,-2.358
0.0025,0.588,U,2,-3.814
0,0.588,U,2,-0.869
0.025,0.588,L,2,0.879
0.05,0.588,L,2,0.905
0.1,0.588,L,2,0.487
0.2,0.588,L,2,0.183
0.26,0.588,L,2,0.214
0.32,0.588,L,2,0.119
0.38,0.588,L,2,0.13
0.44,0.588,L,2,0.3
0.5,0.588,L,2,0.082
0.56,0.588,L,2,0.245
0.62,0.588,L,2,0.157
0.7,0.588,L,2,0.263
0.8,0.588,L,2,0.439
0.9,0.588,L,2,0.63
0.9,0.809,U,3,-0.343
0.8,0.809,U,3,-0.442
0.7,0.809,U,3,-0.418
0.62,0.809,U,3,-0.395
0.56,0.809,U,3,-0.398
0.5,0.809,U,3,-0.374
0.44,0.809,U,3,-0.328
0.38,0.809,U,3,-0.491
0.32,0.809,U,3,-0.471
0.26,0.809,U,3,-0.58
0.2,0.809,U,3,-0.99
0.1,0.809,U,3,-1.402
0.05,0.809,U,3,-1.941
0.0025,0.809,U,3,-3.708
0,0.809,U,3,-0.563
0.025,0.809,L,3,0.892
0.05,0.809,L,3,0.589
0.1,0.809,L,3,0.366
0.2,0.809,L,3,0.206
0.26,0.809,L,3,0.105
0.32,0.809,L,3,0.095
0.38,0.809,L,3,0.044
0.44,0.809,L,3,0.002
0.5,0.809,L,3,-0.009
0.56,0.809,L,3,-0.041
0.62,0.809,L,3,0.059
0.7,0.809,L,3,0.373
0.8,0.809,L,3,0.341
0.9,0.809,L,3,0.475
0.9,0.951,U,4,-0.884
0.8,0.951,U,4,-0.622
0.7,0.951,U,4,-0.485
0.62,0.951,U,4,-0.245
0.56,0.951,U,4,-0.22
0.5,0.951,U,4,-0.245
0.44,0.951,U,4,-0.323
0.38,0.951,U,4,-0.349
0.32,0.951,U,4,-0.368
0.26,0.951,U,4,-0.416
0.2,0.951,U,4,-0.622
0.1,0.951,U,4,-1.007
0.05,0.951,U,4,-1.377
0.0025,0.951,U,4,-2.514
0,0.951,U,4,0.027
0.025,0.951,L,4,0.7
0.05,0.951,L,4,0.431
0.1,0.951,L,4,0.207
0.2,0.951,L,4,0.044
0.26,0.951,L,4,-0.054
0.32,0.951,L,4,0.095
0.38,0.951,L,4,0.031
0.44,0.951,L,4,-0.091
0.5,0.951,L,4,-0.125
0.56,0.951,L,4,-0.126
0.62,0.951,L,4,-0.121
0.7,0.951,L,4,-0.187
0.8,0.951,L,4,0.388
0.9,0.951,L,4,0.298
