xc,yb,surf,section,cp
0.9,0.309,U,1,-0.324
0.8,0.309,U,1,-0.396
0.7,0.309,U,1,-0.358
0.62,0.309,U,1,-0.305
0.56,0.309,U,1,-0.277
0.5,0.309,U,1,-0.268
0.44,0.309,U,1,-0.348
0.38,0.309,U,1,-0.236
0.32,0.309,U,1,-0.268
0.26,0.309,U,1,-0.306
0.2,0.309,U,1,-0.373
0.1,0.309,U,1,-0.515
0.05,0.309,U,1,-0.553
0.0025,0.309,U,1,-0.593
0,0.309,U,1,1.06
0.025,0.309,L,1,-0.348
0.05,0.309,L,1,-0.407
0.1,0.309,L,1,-0.368
0.2,0.309,L,1,-0.338
0.26,0.309,L,1,-0.236
0.32,0.309,L,1,-0.18
0.38,0.309,L,1,-0.145
0.44,0.309,L,1,-0.18
0.5,0.309,L,1,-0.17
0.56,0.309,L,1,-0.16
0.62,0.309,L,1,-0.07
0.7,0.309,L,1,0.198
0.8,0.309,L,1,0.348
0.9,0.309,L,1,0.418
0.9,0.588,U,2,-0.313
0.8,0.588,U,2,-0.33
0.7,0.588,U,2,-0.362
0.62,0.588,U,2,-0.272
0.56,0.588,U,2,-0.209
0.5,0.588,U,2,-0.243
0.44,0.588,U,2,-0.238
0.38,0.588,U,2,-0.259
0.32,0.588,U,2,-0.301
0.26,0.588,U,2,-0.265
0.2,0.588,U,2,-0.346
0.1,0.588,U,2,-0.444
0.05,0.588,U,2,-0.547
0.0025,0.588,U,2,-0.683
0,0.588,U,2,1.039
0.025,0.588,L,2,-0.411
0.05,0.588,L,2,-0.303
0.1,0.588,L,2,-0.37
0.2,0.588,L,2,-0.382
0.26,0.588,L,2,-0.208
0.32,0.588,L,2,-0.215
0.38,0.588,L,2,-0.202
0.44,0.588,L,2,-0.076
0.5,0.588,L,2,-0.19
0.56,0.588,L,2,-0.214
0.62,0.588,L,2,-0.034
0.7,0.588,L,2,0.179
0.8,0.588,L,2,0.34
0.9,0.588,L,2,0.47
0.9,0.809,U,3,-0.295
0.8,0.809,U,3,-0.333
0.7,0.809,U,3,-0.299
0.62,0.809,U,3,-0.23
0.56,0.809,U,3,-0.237
0.5,0.809,U,3,-0.204
0.44,0.809,U,3,-0.165
0.38,0.809,U,3,-0.179
0.32,0.809,U,3,-0.221
0.26,0.809,U,3,-0.2
0.2,0.809,U,3,-0.389
0.1,0.809,U,3,-0.455
0.05,0.809,U,3,-0.511
0.0025,0.809,U,3,-0.637
0,0.809,U,3,1.046
0.025,0.809,L,3,-0.37
0.05,0.809,L,3,-0.429
0.1,0.809,L,3,-0.394
0.2,0.809,L,3,-0.329
0.26,0.809,L,3,-0.206
0.32,0.809,L,3,-0.175
0.38,0.809,L,3,-0.166
0.44,0.809,L,3,0
0.5,0.809,L,3,-0.192
0.56,0.809,L,3,-0.369
0.62,0.809,L,3,-0.115
0.7,0.809,L,3,0.207
0.8,0.809,L,3,0.327
0.9,0.809,L,3,0.41
0.9,0.951,U,4,-0.229
0.8,0.951,U,4,-0.235
0.7,0.951,U,4,-0.211
0.62,0.951,U,4,-0.11
0.56,0.951,U,4,-0.141
0.5,0.951,U,4,-0.123
0.44,0.951,U,4,-0.153
0.38,0.951,U,4,-0.145
0.32,0.951,U,4,-0.115
0.26,0.951,U,4,-0.157
0.2,0.951,U,4,-0.278
0.1,0.951,U,4,-0.382
0.05,0.951,U,4,-0.524
0.0025,0.951,U,4,-0.537
0,0.951,U,4,1.044
0.025,0.951,L,4,-0.355
0.05,0.951,L,4,-0.402
0.1,0.951,L,4,-0.345
0.2,0.951,L,4,-0.311
0.26,0.951,L,4,-0.174
0.32,0.951,L,4,-0.122
0.38,0.951,L,4,-0.136
0.44,0.951,L,4,-0.2
0.5,0.951,L,4,-0.164
0.56,0.951,L,4,-0.168
0.62,0.951,L,4,-0.101
0.7,0.951,L,4,0.09
0.8,0.951,L,4,0.299
0.9,0.951,L,4,0.339
