xc,yb,surf,section,cp
0.9,0.309,U,1,-0.36
0.8,0.309,U,1,-0.503
0.7,0.309,U,1,-0.439
0.62,0.309,U,1,-0.468
0.56,0.309,U,1,-0.426
0.5,0.309,U,1,-0.427
0.44,0.309,U,1,-0.429
0.38,0.309,U,1,-0.403
0.32,0.309,U,1,-0.454
0.26,0.309,U,1,-0.518
0.2,0.309,U,1,-0.544
0.1,0.309,U,1,-0.845
0.05,0.309,U,1,-1.036
0.0025,0.309,U,1,-1.019
0,0.309,U,1,1.151
0.025,0.309,L,1,-0.07
0.05,0.309,L,1,-0.267
0.1,0.309,L,1,-0.325
0.2,0.309,L,1,-0.234
0.26,0.309,L,1,-0.271
0.32,0.309,L,1,-0.192
0.38,0.309,L,1,-0.185
0.44,0.309,L,1,-0.229
0.5,0.309,L,1,-0.25
0.56,0.309,L,1,-0.228
0.62,0.309,L,1,-0.119
0.7,0.309,L,1,0.253
0.8,0.309,L,1,0.424
0.9,0.309,L,1,0.505
0.9,0.588,U,2,-0.361
0.8,0.588,U,2,-0.424
0.7,0.588,U,2,-0.46
0.62,0.588,U,2,-0.418
0.56,0.588,U,2,-0.353
0.5,0.588,U,2,-0.405
0.44,0.588,U,2,-0.4
0.38,0.588,U,2,-0.413
0.32,0.588,U,2,-0.462
0.26,0.588,U,2,-0.469
0.2,0.588,U,2,-0.509
0.1,0.588,U,2,-0.786
0.05,0.588,U,2,-1.015
0.0025,0.588,U,2,-1.252
0,0.588,U,2,1.085
0.025,0.588,L,2,-0.14
0.05,0.588,L,2,-0.093
0.1,0.588,L,2,-0.296
0.2,0.588,L,2,-0.28
0.26,0.588,L,2,-0.261
0.32,0.588,L,2,-0.242
0.38,0.588,L,2,-0.258
0.44,0.588,L,2,-0.146
0.5,0.588,L,2,-0.263
0.56,0.588,L,2,-0.308
0.62,0.588,L,2,-0.098
0.7,0.588,L,2,0.231
0.8,0.588,L,2,0.424
0.9,0.588,L,2,0.581
0.9,0.809,U,3,-0.339
0.8,0.809,U,3,-0.42
0.7,0.809,U,3,-0.369
0.62,0.809,U,3,-0.356
0.56,0.809,U,3,-0.341
0.5,0.809,U,3,-0.317
0.44,0.809,U,3,-0.293
0.38,0.809,U,3,-0.315
0.32,0.809,U,3,-0.354
0.26,0.809,U,3,-0.375
0.2,0.809,U,3,-0.942
0.1,0.809,U,3,-0.786
0.05,0.809,U,3,-0.882
0.0025,0.809,U,3,-1.197
0,0.809,U,3,1.106
0.025,0.809,L,3,-0.106
0.05,0.809,L,3,-0.304
0.1,0.809,L,3,-0.366
0.2,0.809,L,3,-0.246
0.26,0.809,L,3,-0.261
0.32,0.809,L,3,-0.228
0.38,0.809,L,3,-0.225
0.44,0.809,L,3,0
0.5,0.809,L,3,-0.288
0.56,0.809,L,3,-0.252
0.62,0.809,L,3,-0.124
0.7,0.809,L,3,0.253
0.8,0.809,L,3,0.367
0.9,0.809,L,3,0.471
0.9,0.951,U,4,-0.362
0.8,0.951,U,4,-0.294
0.7,0.951,U,4,-0.263
0.62,0.951,U,4,-0.203
0.56,0.951,U,4,-0.196
0.5,0.951,U,4,-0.202
0.44,0.951,U,4,-0.241
0.38,0.951,U,4,-0.23
0.32,0.951,U,4,-0.229
0.26,0.951,U,4,-0.285
0.2,0.951,U,4,-0.399
0.1,0.951,U,4,-0.615
0.05,0.951,U,4,-0.851
0.0025,0.951,U,4,-0.92
0,0.951,U,4,1.111
0.025,0.951,L,4,-0.158
0.05,0.951,L,4,-0.34
0.1,0.951,L,4,-0.334
0.2,0.951,L,4,-0.248
0.26,0.951,L,4,-0.283
0.32,0.951,L,4,-0.222
0.38,0.951,L,4,-0.19
0.44,0.951,L,4,-0.244
0.5,0.951,L,4,-0.244
0.56,0.951,L,4,-0.261
0.62,0.951,L,4,-0.186
0.7,0.951,L,4,0.062
0.8,0.951,L,4,0.36
0.9,0.951,L,4,0.392
