xc,yb,surf,section,cp
0.9,0.309,U,1,-0.345
0.8,0.309,U,1,-0.546
0.7,0.309,U,1,-0.431
0.62,0.309,U,1,-0.323
0.56,0.309,U,1,-0.235
0.5,0.309,U,1,-0.527
0.44,0.309,U,1,-0.882
0.38,0.309,U,1,-1.109
0.32,0.309,U,1,-1.154
0.26,0.309,U,1,-1.182
0.2,0.309,U,1,-1.141
0.1,0.309,U,1,-1.167
0.05,0.309,U,1,-1.105
0.0025,0.309,U,1,-0.92
0,0.309,U,1,1.147
0.025,0.309,L,1,0.152
0.05,0.309,L,1,0.07
0.1,0.309,L,1,-0.189
0.2,0.309,L,1,-0.233
0.26,0.309,L,1,-0.245
0.32,0.309,L,1,-0.197
0.38,0.309,L,1,-0.204
0.44,0.309,L,1,-0.254
0.5,0.309,L,1,-0.282
0.56,0.309,L,1,-0.256
0.62,0.309,L,1,-0.029
0.7,0.309,L,1,0.289
0.8,0.309,L,1,0.437
0.9,0.309,L,1,0.533
0.9,0.588,U,2,-0.373
0.8,0.588,U,2,-0.509
0.7,0.588,U,2,-0.465
0.62,0.588,U,2,-0.347
0.56,0.588,U,2,-0.243
0.5,0.588,U,2,-0.215
0.44,0.588,U,2,-0.522
0.38,0.588,U,2,-1.073
0.32,0.588,U,2,-1.155
0.26,0.588,U,2,-1.177
0.2,0.588,U,2,-1.107
0.1,0.588,U,2,-1.136
0.05,0.588,U,2,-1.103
0.0025,0.588,U,2,-1.028
0,0.588,U,2,1.119
0.025,0.588,L,2,0.099
0.05,0.588,L,2,0.024
0.1,0.588,L,2,-0.185
0.2,0.588,L,2,-0.298
0.26,0.588,L,2,-0.273
0.32,0.588,L,2,-0.223
0.38,0.588,L,2,-0.281
0.44,0.588,L,2,-0.203
0.5,0.588,L,2,-0.314
0.56,0.588,L,2,-0.429
0.62,0.588,L,2,-0.099
0.7,0.588,L,2,0.28
0.8,0.588,L,2,0.473
0.9,0.588,L,2,0.62
0.9,0.809,U,3,-0.367
0.8,0.809,U,3,-0.511
0.7,0.809,U,3,-0.389
0.62,0.809,U,3,-0.349
0.56,0.809,U,3,-0.34
0.5,0.809,U,3,-0.328
0.44,0.809,U,3,-0.321
0.38,0.809,U,3,-0.352
0.32,0.809,U,3,-0.458
0.26,0.809,U,3,-1.004
0.2,0.809,U,3,-1.187
0.1,0.809,U,3,-1.186
0.05,0.809,U,3,-1.16
0.0025,0.809,U,3,-1.019
0,0.809,U,3,1.131
0.025,0.809,L,3,0.115
0.05,0.809,L,3,-0.094
0.1,0.809,L,3,-0.27
0.2,0.809,L,3,-0.275
0.26,0.809,L,3,-0.242
0.32,0.809,L,3,-0.222
0.38,0.809,L,3,-0.243
0.44,0.809,L,3,0
0.5,0.809,L,3,-0.344
0.56,0.809,L,3,-0.34
0.62,0.809,L,3,-0.151
0.7,0.809,L,3,0.232
0.8,0.809,L,3,0.384
0.9,0.809,L,3,0.518
0.9,0.951,U,4,-0.594
0.8,0.951,U,4,-0.366
0.7,0.951,U,4,-0.269
0.62,0.951,U,4,-0.23
0.56,0.951,U,4,-0.237
0.5,0.951,U,4,-0.26
0.44,0.951,U,4,-0.295
0.38,0.951,U,4,-0.295
0.32,0.951,U,4,-0.33
0.26,0.951,U,4,-0.491
0.2,0.951,U,4,-0.547
0.1,0.951,U,4,-1.128
0.05,0.951,U,4,-1.176
0.0025,0.951,U,4,-0.99
0,0.951,U,4,1.125
0.025,0.951,L,4,0.041
0.05,0.951,L,4,-0.206
0.1,0.951,L,4,-0.288
0.2,0.951,L,4,-0.323
0.26,0.951,L,4,-0.298
0.32,0.951,L,4,-0.202
0.38,0.951,L,4,-0.224
0.44,0.951,L,4,-0.297
0.5,0.951,L,4,-0.295
0.56,0.951,L,4,-0.343
0.62,0.951,L,4,-0.222
0.7,0.951,L,4,0.119
0.8,0.951,L,4,0.322
0.9,0.951,L,4,0.396
