,0.3
0.9914,0.161
0.9198,0.072
0.8593,-0.019
0.7993,-0.09
0.739,-0.145
0.6792,-0.182
0.6193,-0.212
0.5593,-0.236
0.4997,-0.262
0.4492,-0.278
0.3992,-0.294
0.3496,-0.307
0.2996,-0.326
0.2491,-0.342
0.1994,-0.365
0.1493,-0.384
0.0992,-0.449
0.0745,-0.516
0.0492,-0.556
0.0342,-0.693
0.0198,-0.894
0.0094,-0.523
0.0046,
0.0013,0.794
0,1.029
0.0019,-0.942
0.0056,-1.011
0.0108,-0.982
0.0251,-0.95
0.0499,-0.547
0.0999,-0.413
0.15,-0.355
0.2008,-0.339
0.2998,-0.307
0.3998,-0.286
0.4999,-0.262
0.601,-0.214
0.6999,-0.164
0.7995,-0.08
0.8997,0.041
