xc,yb,surf,section,cp
0.95,0,U,1,0.025
0.75,0,U,1,-0.105
0.65,0,U,1,-0.145
0.5,0,U,1,-0.23
0.35,0,U,1,-0.315
0.225,0,U,1,-0.32
0.15,0,U,1,-0.25
0.08,0,U,1,-0.205
0.03,0,U,1,0.11
0.01,0,U,1,0.41
0,0,U,1,1.005
0.01,0,L,1,0.65
0.03,0,L,1,0.285
0.08,0,L,1,0.01
0.15,0,L,1,-0.065
0.225,0,L,1,-0.145
0.35,0,L,1,-0.165
0.5,0,L,1,-0.135
0.65,0,L,1,-0.065
0.75,0,L,1,-0.03
0.85,0,L,1,-0.005
0.95,0,L,1,0.04
0.85,0.041,U,2,-0.005
0.75,0.041,U,2,-0.07
0.65,0.041,U,2,-0.11
0.5,0.041,U,2,-0.205
0.35,0.041,U,2,-0.31
0.225,0.041,U,2,-0.35
0.15,0.041,U,2,-0.35
0.08,0.041,U,2,-0.305
0.03,0.041,U,2,-0.235
0.01,0.041,U,2,-0.02
0,0.041,U,2,0.465
0.01,0.041,L,2,0.285
0.03,0.041,L,2,0.09
0.08,0.041,L,2,-0.07
0.15,0.041,L,2,-0.145
0.225,0.041,L,2,-0.175
0.35,0.041,L,2,-0.175
0.65,0.041,L,2,-0.035
0.75,0.041,L,2,-0.005
0.85,0.041,L,2,0.03
0.95,0.041,L,2,0.055
0.95,0.163,U,3,0.07
0.85,0.163,U,3,0.03
0.75,0.163,U,3,-0.025
0.65,0.163,U,3,-0.08
0.35,0.163,U,3,-0.325
0.225,0.163,U,3,-0.365
0.15,0.163,U,3,-0.36
0.08,0.163,U,3,-0.365
0.03,0.163,U,3,-0.275
0.01,0.163,U,3,-0.155
0,0.163,U,3,0.44
0.01,0.163,L,3,0.3
0.03,0.163,L,3,0.085
0.08,0.163,L,3,-0.07
0.15,0.163,L,3,-0.14
0.225,0.163,L,3,-0.175
0.35,0.163,L,3,-0.185
0.5,0.163,L,3,-0.125
0.65,0.163,L,3,-0.025
0.75,0.163,L,3,-0.01
0.85,0.163,L,3,0.05
0.95,0.163,L,3,0.075
