xc,yb,surf,section,cp
0.880481191,0.22,U,2,-0.023811726
0.846674808,0.22,U,2,-0.047224779
0.814208558,0.22,U,2,-0.082259506
0.779041838,0.22,U,2,-0.114981211
0.745215252,0.22,U,2,-0.159324591
0.712757981,0.22,U,2,-0.18505695
0.678967312,0.22,U,2,-0.19219086
0.646521265,0.22,U,2,-0.20629526
0.612730595,0.22,U,2,-0.21342917
0.577572854,0.22,U,2,-0.236848509
0.545129052,0.22,U,2,-0.248627317
0.511340627,0.22,U,2,-0.253435635
0.474853977,0.22,U,2,-0.253605341
0.442428133,0.22,U,2,-0.246779414
0.415407719,0.22,U,2,-0.239928347
0.391096754,0.22,U,2,-0.226087933
0.261411338,0.22,U,2,-0.180179493
0.234411127,0.22,U,2,-0.152398098
0.2060416,0.22,U,2,-0.143227724
0.174996296,0.22,U,2,-0.106162818
0.174996296,0.22,U,2,-0.106162818
0.13989692,0.22,U,2,-0.069116769
0.099392114,0.22,U,2,-0.032095861
0.072432309,0.22,U,2,0.037546186
0.038747144,0.22,U,2,0.139715093
-0.000134687,0.22,U,2,0.458138898
