1,-0.313220295,-
0.845,,-
0.81,,-
0.773,-0.632084346,-
0.736,,-
0.7,,-
0.664,-0.598799816,-
0.628,-0.587730419,-
0.592,-0.58733781,-
0.558,-0.586988824,-
0.52,,-
0.485,-0.554064186,-
0.45,,-
0.422,-0.564086625,-
0.396,-0.54239497,-
0.37,-0.563541334,-
0.343,-0.648922915,-
0.317,-0.691488289,-
0.29,-0.841137803,-
0.263,-1.022904926,-
0.237,-1.193984356,-
0.212,,-
0.185,-1.525444616,-
0.165,-1.600160315,-
0.144,-1.792746001,-
0.127,-1.899590214,-
0.1,-2.102907216,-
0.087,-2.316890099,-
0.067,-2.744834054,-
0.048,-3.055224292,-
0.027,-0.388426755,-
0.0147,,-
0,,-
0.027,1.003743419,-
0.048,0.928536958,-
0.067,0.864050908,-
0.087,0.81030708,-
0.1,0.735133337,-
0.144,0.606183049,-
0.185,0.562930609,-
0.225,0.487549656,-
0.263,0.41214689,-
0.3,0.35817404,-
0.342,0.325609294,-
0.425,,-
0.508,0.216780223,-
0.592,0.14093032,-
0.672,0.097219837,-
0.752,,-
0.835,-0.033082772,-
