1,-0.518518519,-
0.845,,-
0.81,,-
0.773,-0.899470899,-
0.736,,-
0.7,,-
0.664,-0.899470899,-
0.628,-0.91005291,-
0.592,-0.91005291,-
0.558,-0.941798942,-
0.52,,-
0.485,-0.941798942,-
0.45,,-
0.422,-0.931216931,-
0.396,-0.941798942,-
0.37,-0.941798942,-
0.343,-0.941798942,-
0.317,-0.984126984,-
0.29,-0.962962963,-
0.263,-0.984126984,-
0.237,-0.994708995,-
0.212,,-
0.185,-1.068783069,-
0.165,-1.08994709,-
0.144,-1.111111111,-
0.127,-1.142857143,-
0.1,-1.195767196,-
0.087,-1.248677249,-
0.067,,-
0.048,-1.407407407,-
0.027,-1.534391534,-
0.0147,-0.380952381,-
0,,-
0.027,0.962962963,-
0.048,0.878306878,-
0.067,0.804232804,-
0.087,0.751322751,-
0.1,0.666666667,-
0.144,0.560846561,-
0.185,0.497354497,-
0.225,0.423280423,-
0.263,0.380952381,-
0.3,0.328042328,-
0.342,0.264550265,-
0.425,,-
0.508,0.158730159,-
0.592,0.052910053,-
0.672,0.052910053,-
0.752,,-
0.835,-0.116402116,-
