1,-0.020347996,-
0.845,,-
0.81,,-
0.773,-0.224569189,-
0.736,,-
0.7,,-
0.664,-0.322253917,-
0.628,-0.375106104,-
0.592,-0.454097455,-
0.558,-0.541825772,-
0.52,,-
0.485,-0.804350789,-
0.45,,-
0.422,-0.979577881,-
0.396,-1.058425768,-
0.37,-1.145953235,-
0.343,-1.224758084,-
0.317,-1.329745136,-
0.29,-1.417272603,-
0.263,-1.522259656,-
0.237,-1.60107885,-
0.212,,-
0.185,-1.758760279,-
0.165,-1.811325537,-
0.144,-1.916197818,-
0.127,-1.986165275,-
0.1,-2.143272847,-
0.087,-2.300351726,-
0.067,,-
0.048,-2.553580267,-
0.027,-3.337669138,-
0.0147,-0.307376687,-
0,,-
0.027,0.972882888,-
0.048,0.860120079,-
0.067,0.773338626,-
0.087,0.703988064,-
0.1,0.634694888,-
0.144,0.565702986,-
0.185,0.479280193,-
0.225,0.41901091,-
0.263,0.37617252,-
0.3,0.324611511,-
0.342,0.281773121,-
0.425,,-
0.508,0.197516636,-
0.592,0.181534731,-
0.672,0.1742611,-
0.752,,-
0.835,0.098755927,-
