,0.44
0.94997,0.149243463417544
0.90068,0.105045672662329
0.85062,0.060886567063136
0.80048,0.025528334458965
0.75035,-0.0714408447548571
0.70022,-0.13756344768558
0.65025,-0.2389137208189
0.6,-0.357798040919224
0.55013,-0.441522389839989
0.50025,-0.50771269179375
0.45,-0.595842312856528
0.40015,-0.6268194515412
0.3501,-0.644624294600358
0.29988,-0.658033536806507
0.25028,-0.711012857978733
0.20038,-0.799118300818996
0.14978,-0.948771826890374
0.10047,-1.15998794312637
0.07525,-1.22605251832306
0.04997,-1.22175363036011
0.02528,-0.944951667733194
0.01263,-0.580169989023086
0,1.0329526606522
0.01282,0.430852056680202
0.02543,0.272634604194439
0.05027,0.184848313891357
0.07517,0.154175820810358
0.10013,0.171869444045951
0.15018,0.207251854872637
0.20018,0.172314323340205
0.25007,0.132976355310263
0.30052,0.0980098099108151
0.35035,0.0542714053833624
0.40037,0.0325158407654511
0.4506,-0.00239751254446841
0.50052,-0.0154247388348994
0.54983,0.0155862493612915
0.60008,0.0114082525109085
0.65,0.0424192407071002
0.7004,0.0382654220792302
0.75013,0.0384588478593404
0.80033,0.016693611952423
0.85062,0.0301270323810883
0.90065,0.0479028615732293
0.9508,0.0877050514754361
