,2.00E-02
0.9,0.061378659
0.76,0.265344665
0.62,0.378659112
0.51,0.397544854
0.42,0.476864967
0.34,0.567516525
0.23,0.809254013
0.18,0.79414542
0.14,0.684608121
0.1,0.522190746
0.07,0.329556185
0.05,0.099150142
0.03,-0.482530689
0.027,-0.607176582
0.02,-0.765816808
0.023,-0.924457035
0.025,-0.792256846
0.06,0.246458924
0.08,0.344664778
0.12,0.454202077
0.17,0.454202077
0.36,0.291784703
0.51,0.197355996
0.7,0.0802644
