xc,yb,surf,section,cp
0.9651,0.28,U,1,0.0299
0.8994,0.28,U,1,0.0054
0.8302,0.28,U,1,-0.0229
0.7865,0.28,U,1,-0.0474
0.7449,0.28,U,1,-0.0737
0.6988,0.28,U,1,-0.095
0.6041,0.28,U,1,-0.1457
0.5617,0.28,U,1,-0.1679
0.5154,0.28,U,1,-0.1815
0.4697,0.28,U,1,-0.2023
0.4213,0.28,U,1,-0.1848
0.3798,0.28,U,1,-0.1565
0.3345,0.28,U,1,-0.1257
0.2912,0.28,U,1,-0.0969
0.2436,0.28,U,1,-0.075
0.1998,0.28,U,1,-0.0507
0.1759,0.28,U,1,-0.0347
0.1523,0.28,U,1,-0.011
0.1263,0.28,U,1,-0.0021
0.1001,0.28,U,1,0.0189
0.0748,0.28,U,1,0.06
0.0513,0.28,U,1,0.1093
0.0188,0.28,U,1,0.4103
0.0386,0.28,L,1,-0.3337
0.0793,0.28,L,1,-0.1989
0.1201,0.28,L,1,-0.1821
0.1598,0.28,L,1,-0.1786
0.1996,0.28,L,1,-0.1849
0.2753,0.28,L,1,-0.1064
0.3449,0.28,L,1,-0.1931
0.4232,0.28,L,1,-0.1792
0.4951,0.28,L,1,-0.1296
0.5671,0.28,L,1,-0.0718
0.6411,0.28,L,1,-0.0252
0.7156,0.28,L,1,-0.0066
0.7886,0.28,L,1,0.0068
0.8611,0.28,L,1,0.0238
0.8982,0.62,U,2,-0.0089
0.8384,0.62,U,2,-0.0342
0.7874,0.62,U,2,-0.058
0.7353,0.62,U,2,-0.0831
0.6687,0.62,U,2,-0.1196
0.6137,0.62,U,2,-0.1524
0.4942,0.62,U,2,-0.2177
0.4423,0.62,U,2,-0.2343
0.3818,0.62,U,2,-0.218
0.326,0.62,U,2,-0.1719
0.2674,0.62,U,2,-0.1248
0.208,0.62,U,2,-0.0854
0.1779,0.62,U,2,-0.0562
0.1496,0.62,U,2,-0.0244
0.1184,0.62,U,2,0.0052
0.0874,0.62,U,2,0.0365
0.0576,0.62,U,2,0.0938
0.0269,0.62,U,2,0.371
0.0408,0.62,L,2,-0.3816
0.0833,0.62,L,2,-0.294
0.1251,0.62,L,2,-0.2679
0.1625,0.62,L,2,-0.2372
0.2055,0.62,L,2,-0.2421
0.2761,0.62,L,2,-0.24
0.3535,0.62,L,2,-0.1921
0.4252,0.62,L,2,-0.1725
0.4977,0.62,L,2,-0.1142
0.572,0.62,L,2,-0.0525
0.6464,0.62,L,2,-0.0295
0.7193,0.62,L,2,-0.0178
0.7945,0.62,L,2,-0.0021
0.8688,0.62,L,2,0.0124
0.8756,0.91,U,3,-0.0409
0.7267,0.91,U,3,-0.078
0.6553,0.91,U,3,-0.1167
0.5821,0.91,U,3,-0.1395
0.5052,0.91,U,3,-0.1682
0.4311,0.91,U,3,-0.1963
0.3627,0.91,U,3,-0.1982
0.1719,0.91,U,3,-0.2273
0.1268,0.91,U,3,-0.0796
0.0869,0.91,U,3,0.0041
0.0406,0.91,U,3,0.2281
0.0605,0.91,L,3,-0.3552
0.1095,0.91,L,3,-0.349
0.1584,0.91,L,3,-0.3945
0.206,0.91,L,3,-0.1644
0.3295,0.91,L,3,-0.1735
0.4349,0.91,L,3,-0.1384
0.5604,0.91,L,3,-0.0482
