xc,yb,surf,section,cp
0.9651,0.28,U,1,0.0137
0.8994,0.28,U,1,-0.0103
0.8302,0.28,U,1,-0.0386
0.7865,0.28,U,1,-0.0634
0.7449,0.28,U,1,-0.0877
0.6988,0.28,U,1,-0.1078
0.6041,0.28,U,1,-0.1352
0.5617,0.28,U,1,-0.1544
0.5154,0.28,U,1,-0.3765
0.4697,0.28,U,1,-0.4726
0.4213,0.28,U,1,-0.4414
0.3798,0.28,U,1,-0.4199
0.3345,0.28,U,1,-0.4041
0.2912,0.28,U,1,-0.3833
0.2436,0.28,U,1,-0.3846
0.1998,0.28,U,1,-0.3884
0.1759,0.28,U,1,-0.3704
0.1523,0.28,U,1,-0.3665
0.1263,0.28,U,1,-0.3682
0.1001,0.28,U,1,-0.3709
0.0748,0.28,U,1,-0.4088
0.0513,0.28,U,1,-0.4466
0.0188,0.28,U,1,-0.9662
0.0386,0.28,L,1,0.2481
0.0793,0.28,L,1,0.1586
0.1201,0.28,L,1,0.1172
0.1598,0.28,L,1,0.086
0.1996,0.28,L,1,0.0658
0.2753,0.28,L,1,0.0988
0.3449,0.28,L,1,-0.0235
0.4232,0.28,L,1,-0.0634
0.4951,0.28,L,1,-0.0702
0.5671,0.28,L,1,-0.0433
0.6411,0.28,L,1,-0.0112
0.7156,0.28,L,1,-0.0053
0.7886,0.28,L,1,0.0007
0.8611,0.28,L,1,0.0105
0.8982,0.62,U,2,-0.04
0.8384,0.62,U,2,-0.0662
0.7874,0.62,U,2,-0.0898
0.7353,0.62,U,2,-0.1133
0.6687,0.62,U,2,-0.1372
0.6137,0.62,U,2,-0.147
0.4942,0.62,U,2,-0.2319
0.4423,0.62,U,2,-0.5548
0.3818,0.62,U,2,-0.5136
0.326,0.62,U,2,-0.4987
0.2674,0.62,U,2,-0.4836
0.208,0.62,U,2,-0.4947
0.1779,0.62,U,2,-0.4944
0.1496,0.62,U,2,-0.5
0.1184,0.62,U,2,-0.5052
0.0874,0.62,U,2,-0.5834
0.0576,0.62,U,2,-1.005
0.0269,0.62,U,2,-1.218
0.0408,0.62,L,2,0.292
0.0833,0.62,L,2,0.1782
0.1251,0.62,L,2,0.132
0.1625,0.62,L,2,0.0713
0.2055,0.62,L,2,0.0354
0.2761,0.62,L,2,-0.0052
0.3535,0.62,L,2,-0.0684
0.4252,0.62,L,2,-0.1173
0.4977,0.62,L,2,-0.0942
0.572,0.62,L,2,-0.0389
0.6464,0.62,L,2,-0.0231
0.7193,0.62,L,2,-0.0192
0.7945,0.62,L,2,-0.0099
0.8688,0.62,L,2,-0.0058
0.8756,0.91,U,3,-0.1726
0.7267,0.91,U,3,-0.2137
0.6553,0.91,U,3,-0.2194
0.5821,0.91,U,3,-0.2132
0.5052,0.91,U,3,-0.2166
0.4311,0.91,U,3,-0.2352
0.3627,0.91,U,3,-0.2914
0.1719,0.91,U,3,-0.9237
0.1268,0.91,U,3,-1.065
0.0869,0.91,U,3,-1.124
0.0406,0.91,U,3,-1.249
0.0605,0.91,L,3,0.2117
0.1095,0.91,L,3,0.0603
0.1584,0.91,L,3,-0.0416
0.206,0.91,L,3,-0.1397
0.3295,0.91,L,3,-0.223
0.4349,0.91,L,3,-0.1373
0.5604,0.91,L,3,-0.0439
