xc,yb,surf,section,cp
0.9651,0.28,U,1,0.0107
0.8994,0.28,U,1,-0.0153
0.8302,0.28,U,1,-0.0385
0.7865,0.28,U,1,-0.0617
0.7449,0.28,U,1,-0.0869
0.6988,0.28,U,1,-0.1062
0.6041,0.28,U,1,-0.1504
0.5617,0.28,U,1,-0.1764
0.5154,0.28,U,1,-0.1892
0.4697,0.28,U,1,-0.2215
0.4213,0.28,U,1,-0.2399
0.3798,0.28,U,1,-0.2446
0.3345,0.28,U,1,-0.2561
0.2912,0.28,U,1,-0.2619
0.2436,0.28,U,1,-0.2829
0.1998,0.28,U,1,-0.3002
0.1759,0.28,U,1,-0.2968
0.1523,0.28,U,1,-0.3107
0.1263,0.28,U,1,-0.3264
0.1001,0.28,U,1,-0.3466
0.0748,0.28,U,1,-0.4018
0.0513,0.28,U,1,-0.4724
0.0188,0.28,U,1,-1.364
0.0386,0.28,L,1,0.2583
0.0793,0.28,L,1,0.1802
0.1201,0.28,L,1,0.1385
0.1598,0.28,L,1,0.0918
0.1996,0.28,L,1,0.0709
0.2753,0.28,L,1,0.0427
0.3449,0.28,L,1,0.009
0.4232,0.28,L,1,-0.0116
0.4951,0.28,L,1,-0.0073
0.5671,0.28,L,1,0.0056
0.6411,0.28,L,1,0.0237
0.7156,0.28,L,1,0.024
0.7886,0.28,L,1,0.0244
0.8611,0.28,L,1,0.0296
0.8982,0.62,U,2,-0.0353
0.8384,0.62,U,2,-0.0588
0.7874,0.62,U,2,-0.0827
0.7353,0.62,U,2,-0.1048
0.6687,0.62,U,2,-0.1354
0.6137,0.62,U,2,-0.1641
0.4942,0.62,U,2,-0.2204
0.4423,0.62,U,2,-0.2446
0.3818,0.62,U,2,-0.2659
0.326,0.62,U,2,-0.2823
0.2674,0.62,U,2,-0.3074
0.208,0.62,U,2,-0.3372
0.1779,0.62,U,2,-0.3558
0.1496,0.62,U,2,-0.3809
0.1184,0.62,U,2,-0.4226
0.0874,0.62,U,2,-0.4868
0.0576,0.62,U,2,-0.5824
0.0269,0.62,U,2,-1.714
0.0408,0.62,L,2,0.3224
0.0833,0.62,L,2,0.1981
0.1251,0.62,L,2,0.1522
0.1625,0.62,L,2,0.1099
0.2055,0.62,L,2,0.0759
0.2761,0.62,L,2,0.0342
0.3535,0.62,L,2,-0.0001
0.4252,0.62,L,2,-0.0175
0.4977,0.62,L,2,-0.0119
0.572,0.62,L,2,0.0075
0.6464,0.62,L,2,0.0106
0.7193,0.62,L,2,0.0096
0.7945,0.62,L,2,0.0162
0.8688,0.62,L,2,0.0162
0.8756,0.91,U,3,-0.1304
0.7267,0.91,U,3,-0.1635
0.6553,0.91,U,3,-0.1831
0.5821,0.91,U,3,-0.1933
0.5052,0.91,U,3,-0.2104
0.4311,0.91,U,3,-0.2266
0.3627,0.91,U,3,-0.236
0.1719,0.91,U,3,-0.3125
0.1268,0.91,U,3,-0.411
0.0869,0.91,U,3,-0.5388
0.0406,0.91,U,3,-1.39
0.0605,0.91,L,3,0.2587
0.1095,0.91,L,3,0.1148
0.1584,0.91,L,3,0.0408
0.206,0.91,L,3,-0.0054
0.3295,0.91,L,3,-0.0493
0.4349,0.91,L,3,-0.0494
0.5604,0.91,L,3,-0.01
