xc,yb,surf,section,cp
0.9651,0.28,U,1,0.0152
0.8994,0.28,U,1,-0.0253
0.8302,0.28,U,1,0.0093
0.7865,0.28,U,1,-0.015
0.7449,0.28,U,1,-0.0295
0.6988,0.28,U,1,-0.0361
0.6041,0.28,U,1,-0.0294
0.5617,0.28,U,1,-0.0644
0.5154,0.28,U,1,-0.0483
0.4697,0.28,U,1,-0.0596
0.4213,0.28,U,1,-0.0542
0.3798,0.28,U,1,-0.0453
0.3345,0.28,U,1,-0.0225
0.2912,0.28,U,1,-0.0091
0.2436,0.28,U,1,-0.0029
0.1998,0.28,U,1,0.0295
0.1759,0.28,U,1,0.0542
0.1523,0.28,U,1,0.0729
0.1263,0.28,U,1,0.0784
0.1001,0.28,U,1,0.1069
0.0748,0.28,U,1,0.1492
0.0513,0.28,U,1,0.2087
0.0188,0.28,U,1,0.5135
0.0386,0.28,L,1,-0.4586
0.0793,0.28,L,1,-0.2849
0.1201,0.28,L,1,-0.2353
0.1598,0.28,L,1,-0.1953
0.1996,0.28,L,1,-0.192
0.2753,0.28,L,1,-0.1653
0.3449,0.28,L,1,-0.1604
0.4232,0.28,L,1,-0.1524
0.4951,0.28,L,1,-0.0904
0.5671,0.28,L,1,-0.0638
0.6411,0.28,L,1,-0.0382
0.7156,0.28,L,1,-0.0165
0.7886,0.28,L,1,-0.0037
0.8611,0.28,L,1,0.0064
0.8982,0.62,U,2,0.0054
0.8384,0.62,U,2,-0.0028
0.7874,0.62,U,2,-0.0283
0.7353,0.62,U,2,-0.0478
0.6687,0.62,U,2,-0.0538
0.6137,0.62,U,2,-0.0623
0.4942,0.62,U,2,-0.0636
0.4423,0.62,U,2,-0.0686
0.3818,0.62,U,2,-0.0514
0.326,0.62,U,2,-0.0247
0.2674,0.62,U,2,-0.0017
0.208,0.62,U,2,0.0464
0.1779,0.62,U,2,0.0406
0.1496,0.62,U,2,0.0756
0.1184,0.62,U,2,0.0977
0.0874,0.62,U,2,0.1689
0.0576,0.62,U,2,0.2231
0.0269,0.62,U,2,0.503
0.0408,0.62,L,2,-0.5974
0.0833,0.62,L,2,-0.3747
0.1251,0.62,L,2,-0.2971
0.1625,0.62,L,2,-0.2222
0.2055,0.62,L,2,-0.2042
0.2761,0.62,L,2,-0.1809
0.3535,0.62,L,2,-0.1656
0.4252,0.62,L,2,-0.1339
0.4977,0.62,L,2,-0.0949
0.572,0.62,L,2,-0.0807
0.6464,0.62,L,2,-0.0425
0.7193,0.62,L,2,-0.0311
0.7945,0.62,L,2,-0.0158
0.8688,0.62,L,2,-0.0291
0.8756,0.91,U,3,-0.0336
0.7267,0.91,U,3,-0.0408
0.6553,0.91,U,3,-0.0616
0.5821,0.91,U,3,-0.052
0.5052,0.91,U,3,-0.0595
0.4311,0.91,U,3,-0.0823
0.3627,0.91,U,3,-0.0639
0.1719,0.91,U,3,0.0028
0.1268,0.91,U,3,0.1016
0.0869,0.91,U,3,0.1467
0.0406,0.91,U,3,0.3881
0.0605,0.91,L,3,-0.4879
0.1095,0.91,L,3,-0.2867
0.1584,0.91,L,3,-0.2311
0.206,0.91,L,3,-0.2037
0.3295,0.91,L,3,-0.1423
0.4349,0.91,L,3,-0.1106
0.5604,0.91,L,3,-0.0458
