xc,yb,surf,section,cp
0.9651,0.28,U,1,-0.0183
0.8994,0.28,U,1,-0.0473
0.8302,0.28,U,1,-0.0736
0.7865,0.28,U,1,-0.0993
0.7449,0.28,U,1,-0.1275
0.6988,0.28,U,1,-0.1507
0.6041,0.28,U,1,-0.2004
0.5617,0.28,U,1,-0.2298
0.5154,0.28,U,1,-0.2461
0.4697,0.28,U,1,-0.2862
0.4213,0.28,U,1,-0.3078
0.3798,0.28,U,1,-0.3262
0.3345,0.28,U,1,-0.3412
0.2912,0.28,U,1,-0.3633
0.2436,0.28,U,1,-0.3988
0.1998,0.28,U,1,-0.422
0.1759,0.28,U,1,-0.4309
0.1523,0.28,U,1,-0.4606
0.1263,0.28,U,1,-0.4815
0.1001,0.28,U,1,-0.5098
0.0748,0.28,U,1,-0.8391
0.0513,0.28,U,1,-1.135
0.0188,0.28,U,1,-1.51
0.0386,0.28,L,1,0.3903
0.0793,0.28,L,1,0.2711
0.1201,0.28,L,1,0.2285
0.1598,0.28,L,1,0.1684
0.1996,0.28,L,1,0.1408
0.2753,0.28,L,1,0.099
0.3449,0.28,L,1,0.0525
0.4232,0.28,L,1,0.0216
0.4951,0.28,L,1,0.015
0.5671,0.28,L,1,0.0188
0.6411,0.28,L,1,0.0297
0.7156,0.28,L,1,0.0235
0.7886,0.28,L,1,0.0192
0.8611,0.28,L,1,0.0178
0.8982,0.62,U,2,-0.0789
0.8384,0.62,U,2,-0.1088
0.7874,0.62,U,2,-0.1339
0.7353,0.62,U,2,-0.1582
0.6687,0.62,U,2,-0.1935
0.6137,0.62,U,2,-0.2242
0.4942,0.62,U,2,-0.2901
0.4423,0.62,U,2,-0.3166
0.3818,0.62,U,2,-0.3405
0.326,0.62,U,2,-0.401
0.2674,0.62,U,2,-0.4466
0.208,0.62,U,2,-0.5259
0.1779,0.62,U,2,-0.6028
0.1496,0.62,U,2,-0.7112
0.1184,0.62,U,2,-0.8783
0.0874,0.62,U,2,-1.045
0.0576,0.62,U,2,-1.211
0.0269,0.62,U,2,-1.76
0.0408,0.62,L,2,0.4399
0.0833,0.62,L,2,0.2988
0.1251,0.62,L,2,0.2449
0.1625,0.62,L,2,0.1771
0.2055,0.62,L,2,0.1462
0.2761,0.62,L,2,0.0891
0.3535,0.62,L,2,0.0399
0.4252,0.62,L,2,0.0078
0.4977,0.62,L,2,0.0055
0.572,0.62,L,2,0.0178
0.6464,0.62,L,2,0.015
0.7193,0.62,L,2,0.0073
0.7945,0.62,L,2,0.009
0.8688,0.62,L,2,0.0011
0.8756,0.91,U,3,-0.3017
0.7267,0.91,U,3,-0.378
0.6553,0.91,U,3,-0.3585
0.5821,0.91,U,3,-0.3587
0.5052,0.91,U,3,-0.3871
0.4311,0.91,U,3,-0.3543
0.3627,0.91,U,3,-0.3935
0.1719,0.91,U,3,-0.8467
0.1268,0.91,U,3,-1.059
0.0869,0.91,U,3,-1.15
0.0406,0.91,U,3,-1.226
0.0605,0.91,L,3,0.354
0.1095,0.91,L,3,0.1775
0.1584,0.91,L,3,0.0884
0.206,0.91,L,3,0.0145
0.3295,0.91,L,3,-0.0475
0.4349,0.91,L,3,-0.474
0.5604,0.91,L,3,-0.0152
