xc,yb,surf,section,cp
0.9651,0.28,U,1,0.0187
0.8994,0.28,U,1,-0.0003
0.8302,0.28,U,1,-0.0177
0.7865,0.28,U,1,-0.0358
0.7449,0.28,U,1,-0.0545
0.6988,0.28,U,1,-0.0673
0.6041,0.28,U,1,-0.0923
0.5617,0.28,U,1,-0.1045
0.5154,0.28,U,1,-0.1036
0.4697,0.28,U,1,-0.1194
0.4213,0.28,U,1,-0.1121
0.3798,0.28,U,1,-0.1021
0.3345,0.28,U,1,-0.0869
0.2912,0.28,U,1,-0.0706
0.2436,0.28,U,1,-0.0584
0.1998,0.28,U,1,-0.0345
0.1759,0.28,U,1,-0.0198
0.1523,0.28,U,1,0.0021
0.1263,0.28,U,1,0.0003
0.1001,0.28,U,1,0.0192
0.0748,0.28,U,1,0.0576
0.0513,0.28,U,1,0.1059
0.0188,0.28,U,1,0.4077
0.0386,0.28,L,1,-0.3056
0.0793,0.28,L,1,-0.1951
0.1201,0.28,L,1,-0.1695
0.1598,0.28,L,1,-0.1544
0.1996,0.28,L,1,-0.1548
0.2753,0.28,L,1,-0.1422
0.3449,0.28,L,1,-0.1375
0.4232,0.28,L,1,-0.1264
0.4951,0.28,L,1,-0.0979
0.5671,0.28,L,1,-0.0627
0.6411,0.28,L,1,-0.028
0.7156,0.28,L,1,-0.0131
0.7886,0.28,L,1,-0.0011
0.8611,0.28,L,1,0.0132
0.8982,0.62,U,2,-0.0072
0.8384,0.62,U,2,-0.0248
0.7874,0.62,U,2,-0.044
0.7353,0.62,U,2,-0.0609
0.6687,0.62,U,2,-0.083
0.6137,0.62,U,2,-0.1034
0.4942,0.62,U,2,-0.1299
0.4423,0.62,U,2,-0.1312
0.3818,0.62,U,2,-0.1218
0.326,0.62,U,2,-0.103
0.2674,0.62,U,2,-0.0803
0.208,0.62,U,2,-0.0539
0.1779,0.62,U,2,-0.0312
0.1496,0.62,U,2,-0.0025
0.1184,0.62,U,2,0.019
0.0874,0.62,U,2,0.0492
0.0576,0.62,U,2,0.1036
0.0269,0.62,U,2,0.381
0.0408,0.62,L,2,-0.3597
0.0833,0.62,L,2,-0.2661
0.1251,0.62,L,2,-0.2215
0.1625,0.62,L,2,-0.1859
0.2055,0.62,L,2,-0.1722
0.2761,0.62,L,2,-0.1592
0.3535,0.62,L,2,-0.1401
0.4252,0.62,L,2,-0.1271
0.4977,0.62,L,2,-0.0906
0.572,0.62,L,2,-0.0509
0.6464,0.62,L,2,-0.0318
0.7193,0.62,L,2,-0.0203
0.7945,0.62,L,2,-0.0048
0.8688,0.62,L,2,0.0049
0.8756,0.91,U,3,-0.0334
0.7267,0.91,U,3,-0.0569
0.6553,0.91,U,3,-0.0846
0.5821,0.91,U,3,-0.0966
0.5052,0.91,U,3,-0.1106
0.4311,0.91,U,3,-0.1199
0.3627,0.91,U,3,-0.1159
0.1719,0.91,U,3,-0.0652
0.1268,0.91,U,3,-0.0154
0.0869,0.91,U,3,0.0275
0.0406,0.91,U,3,0.242
0.0605,0.91,L,3,-0.3551
0.1095,0.91,L,3,-0.2355
0.1584,0.91,L,3,-0.1934
0.206,0.91,L,3,-0.1632
0.3295,0.91,L,3,-0.1302
0.4349,0.91,L,3,-0.1029
0.5604,0.91,L,3,-0.04
