xc,yb,surf,section,cp
0.9651,0.28,U,1,-0.0116
0.8994,0.28,U,1,-0.0597
0.8302,0.28,U,1,-0.0324
0.7865,0.28,U,1,-0.0626
0.7449,0.28,U,1,-0.0829
0.6988,0.28,U,1,-0.0957
0.6041,0.28,U,1,-0.1059
0.5617,0.28,U,1,-0.1499
0.5154,0.28,U,1,-0.1443
0.4697,0.28,U,1,-0.168
0.4213,0.28,U,1,-0.1755
0.3798,0.28,U,1,-0.1807
0.3345,0.28,U,1,-0.1745
0.2912,0.28,U,1,-0.176
0.2436,0.28,U,1,-0.1934
0.1998,0.28,U,1,-0.1861
0.1759,0.28,U,1,-0.1739
0.1523,0.28,U,1,-0.1805
0.1263,0.28,U,1,-0.1866
0.1001,0.28,U,1,-0.1966
0.0748,0.28,U,1,-0.2089
0.0513,0.28,U,1,-0.2308
0.0188,0.28,U,1,-0.4116
0.0386,0.28,L,1,0.0559
0.0793,0.28,L,1,0.014
0.1201,0.28,L,1,-0.0093
0.1598,0.28,L,1,-0.0227
0.1996,0.28,L,1,-0.0361
0.2753,0.28,L,1,-0.0477
0.3449,0.28,L,1,-0.0724
0.4232,0.28,L,1,-0.084
0.4951,0.28,L,1,-0.0357
0.5671,0.28,L,1,-0.0262
0.6411,0.28,L,1,-0.0119
0.7156,0.28,L,1,-0.0016
0.7886,0.28,L,1,0.0016
0.8611,0.28,L,1,0.0046
0.8982,0.62,U,2,-0.03
0.8384,0.62,U,2,-0.0432
0.7874,0.62,U,2,-0.075
0.7353,0.62,U,2,-0.1006
0.6687,0.62,U,2,-0.1167
0.6137,0.62,U,2,-0.1354
0.4942,0.62,U,2,-0.1654
0.4423,0.62,U,2,-0.1879
0.3818,0.62,U,2,-0.1899
0.326,0.62,U,2,-0.1909
0.2674,0.62,U,2,-0.1971
0.208,0.62,U,2,-0.1844
0.1779,0.62,U,2,-0.21
0.1496,0.62,U,2,-0.2094
0.1184,0.62,U,2,-0.2346
0.0874,0.62,U,2,-0.2322
0.0576,0.62,U,2,-0.2865
0.0269,0.62,U,2,-0.4865
0.0408,0.62,L,2,0.0845
0.0833,0.62,L,2,0.028
0.1251,0.62,L,2,0.0065
0.1625,0.62,L,2,-0.0119
0.2055,0.62,L,2,-0.0251
0.2761,0.62,L,2,-0.0414
0.3535,0.62,L,2,-0.0658
0.4252,0.62,L,2,-0.0609
0.4977,0.62,L,2,-0.0427
0.572,0.62,L,2,-0.0423
0.6464,0.62,L,2,-0.0181
0.7193,0.62,L,2,-0.017
0.7945,0.62,L,2,-0.0082
0.8688,0.62,L,2,-0.0289
0.8756,0.91,U,3,-0.0759
0.7267,0.91,U,3,-0.0936
0.6553,0.91,U,3,-0.1195
0.5821,0.91,U,3,-0.1184
0.5052,0.91,U,3,-0.136
0.4311,0.91,U,3,-0.1638
0.3627,0.91,U,3,-0.1627
0.1719,0.91,U,3,-0.2228
0.1268,0.91,U,3,-0.2234
0.0869,0.91,U,3,-0.2818
0.0406,0.91,U,3,-0.3704
0.0605,0.91,L,3,0.0422
0.1095,0.91,L,3,-0.0022
0.1584,0.91,L,3,-0.0507
0.206,0.91,L,3,-0.0651
0.3295,0.91,L,3,-0.0655
0.4349,0.91,L,3,-0.0573
0.5604,0.91,L,3,-0.0102
