,0.31,0.41,0.51,0.53,0.56,0.59,0.61,0.63,0.66,0.69,0.72,0.74,0.77,0.8,0.83
1,-0.02,-0.05,-0.1,-0.11,-0.15,-0.14,-0.17,-0.19,-0.17,-0.19,-0.2,-0.27,-0.35,-0.56,-0.5
0.947,-0.06,-0.09,-0.13,-0.14,-0.18,-0.17,-0.2,-0.23,-0.21,-0.24,-0.25,-0.31,-0.4,-0.51,-0.56
0.902,-0.1,-0.12,-0.16,-0.16,-0.2,-0.19,-0.22,-0.26,-0.24,-0.26,-0.24,-0.34,-0.43,-0.55,-0.58
0.852,-0.15,-0.16,-0.2,-0.2,-0.24,-0.22,-0.26,-0.29,-0.28,-0.31,-0.32,-0.38,-0.47,-0.58,-0.61
0.802,-0.23,-0.23,-0.26,-0.26,-0.29,-0.27,-0.3,-0.34,-0.34,-0.36,-0.37,-0.43,-0.52,-0.62,-0.64
0.752,-0.28,-0.28,-0.3,-0.29,-0.32,-0.31,-0.34,-0.38,-0.37,-0.4,-0.42,-0.47,-0.56,-0.65,-0.67
0.701,-0.32,-0.32,-0.34,-0.34,-0.38,-0.35,-0.38,-0.42,-0.42,-0.44,-0.47,-0.52,-0.6,-0.68,-0.7
0.651,-0.37,-0.37,-0.39,-0.39,-0.43,-0.4,-0.42,-0.47,-0.46,-0.49,-0.53,-0.58,-0.65,-0.72,-0.74
0.6,-0.42,-0.42,-0.44,-0.44,-0.48,-0.46,-0.48,-0.52,-0.51,-0.54,-0.6,-0.65,-0.71,-0.78,-0.8
0.551,-0.48,-0.48,-0.49,-0.49,-0.53,-0.51,-0.54,-0.57,-0.56,-0.61,-0.67,-0.71,-0.77,-0.85,-0.88
0.5,-0.52,-0.53,-0.55,-0.56,-0.6,-0.57,-0.6,-0.64,-0.62,-0.69,-0.76,-0.8,-0.87,-0.97,-1.01
0.45,-0.56,-0.58,-0.62,-0.63,-0.68,-0.66,-0.69,-0.7,-0.68,-0.77,-0.85,-0.9,-1.04,-1.13,-1.11
0.4,-0.64,-0.64,-0.7,-0.71,-0.76,-0.74,-0.76,-0.77,-0.79,-0.9,-1,-1.12,-1.28,-1.23,-1.15
0.352,-0.67,-0.7,-0.8,-0.82,-0.87,-0.84,-0.86,-0.86,-0.92,-1.07,-1.25,-1.41,-1.38,-1.27,-1.17
0.298,-0.76,-0.82,-0.96,-0.98,-1.03,-0.98,-1,-0.99,-1.15,-1.4,-1.53,-1.53,-1.42,-1.3,-1.19
0.251,-0.9,-0.98,-1.15,-1.18,-1.21,-1.14,-1.15,-1.14,-1.44,-1.67,-1.64,-1.58,-1.45,-1.3,-1.14
0.2,-1.13,-1.26,-1.4,-1.42,-1.43,-1.36,-1.34,-1.37,-1.73,-1.81,-1.7,-1.6,-1.45,-1.3,-1.16
0.15,-1.51,-1.61,-1.62,-1.62,-1.63,-1.57,-1.56,-1.66,-1.9,-1.91,-1.76,-1.63,-1.47,-1.31,-1.17
0.101,-1.88,-1.85,-1.73,-1.71,-1.76,-1.72,-1.79,-1.85,-2.02,-1.98,-1.78,-1.64,-1.46,-1.3,-1.16
0.075,-1.98,-1.87,-1.73,-1.71,-1.78,-1.78,-1.87,-1.92,-2.06,-2,-1.8,-1.63,-1.45,-1.28,-1.13
0.051,-1.97,-1.83,-1.71,-1.69,-1.77,-1.8,-1.97,-2,-2.13,-2.07,-1.85,-1.68,-1.48,-1.3,-1.15
0.025,-1.91,-1.79,-1.69,-1.67,-1.77,-1.86,-2.05,-2.07,-2.26,-2.23,-2,-1.82,-1.6,-1.38,-1.2
0.013,-1.94,-1.81,-1.72,-1.72,-1.85,-1.95,-2.15,-2.12,-2.26,-2.22,-1.98,-1.78,-1.54,-1.3,-1.12
0.006,-2.17,-2.02,-2.06,-2.08,-2.18,-2.16,-2.28,-2.25,-2.29,-2.19,-1.92,-1.72,-1.48,-1.24,-1.06
0,-1.71,-1.37,-0.82,-0.72,-0.59,-0.42,-0.38,-0.13,0.02,0.18,0.37,0.53,0.68,0.84,0.92
0.013,0.96,0.97,0.97,0.97,0.96,0.96,0.95,0.94,0.94,0.93,0.9,0.88,0.84,0.79,0.8
0.026,0.87,0.87,0.85,0.85,0.84,0.84,0.84,0.83,0.83,0.82,0.8,0.78,0.74,0.71,0.7
0.05,0.71,0.72,0.7,0.69,0.68,0.69,0.68,0.68,0.69,0.68,0.66,0.64,0.61,0.58,0.58
0.074,0.64,0.64,0.63,0.63,0.62,0.64,0.62,0.62,0.63,0.62,0.6,0.59,0.56,0.54,0.54
0.101,0.58,0.58,0.56,0.57,0.56,0.56,0.56,0.56,0.57,0.56,0.54,0.53,0.52,0.49,0.49
0.151,0.5,0.5,0.48,0.48,0.47,0.48,0.48,0.48,0.49,0.48,0.47,0.46,0.44,0.42,0.42
0.2,0.43,0.44,0.42,0.43,0.42,0.43,0.42,0.42,0.43,0.43,0.41,0.4,0.39,0.37,0.38
0.252,0.4,0.39,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.36,0.34,0.32,0.34
0.302,0.36,0.36,0.34,0.34,0.33,0.34,0.34,0.34,0.35,0.35,0.34,0.32,0.31,0.29,0.3
0.352,0.32,0.32,0.31,0.31,0.3,0.31,0.3,0.31,0.31,0.31,0.3,0.29,0.27,0.26,0.296
0.4,0.31,0.3,0.28,0.28,0.26,0.28,0.28,0.28,0.29,0.28,0.28,0.26,0.25,0.24,0.24
0.451,0.29,0.28,0.28,0.27,0.26,0.27,0.27,0.27,0.28,0.28,0.27,0.25,0.24,0.22,0.23
0.501,0.27,0.27,0.26,0.26,0.24,0.26,0.26,0.25,0.26,0.26,0.26,0.24,0.22,0.21,0.22
0.551,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.24,0.25,0.25,0.24,0.23,0.21,0.19,0.2
0.601,0.24,0.24,0.23,0.24,0.24,0.24,0.23,0.24,0.25,0.25,0.24,0.22,0.21,0.19,0.2
0.652,0.24,0.24,0.23,0.23,0.23,0.24,0.23,0.24,0.25,0.24,0.24,0.22,0.2,0.19,0.2
0.702,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.24,0.24,0.22,0.2,0.19,0.2
0.752,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.24,0.25,0.24,0.24,0.22,0.21,0.19,0.21
0.801,0.24,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.24,0.23,0.23,0.21,0.19,0.18,0.2
0.851,0.21,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.2,0.19,0.19,0.16,0.14,0.15,0.14
0.902,0.19,0.17,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.1,0.08,0.06,0.08
0.951,0,0.05,0.01,0,-0.01,-0.01,-0.01,-0.04,-0.02,-0.03,-0.04,-0.08,-0.12,-0.17,--
