,0.3,0.5,0.6,0.7,0.74,0.77,0.789,0.8,0.82,0.85
0.9914,0.177,0.185,0.194,0.206,0.211,0.221,0.239,0.254,0.289,0.304
0.9198,0.077,0.081,0.088,0.102,0.109,0.119,0.134,0.141,0.162,0.195
0.8593,-0.017,-0.02,-0.016,-0.01,-0.005,0.05,0.015,0.018,0.033,0.091
0.7993,-0.087,-0.096,-0.101,-0.102,-0.1,-0.095,-0.089,-0.087,-0.072,0.019
0.739,-0.14,-0.153,-0.164,-0.174,-0.118,-0.177,-0.174,-0.175,-0.154,-0.016
0.6792,-0.178,-0.196,-0.21,-0.228,-0.237,-0.242,-0.242,-0.243,-0.213,-0.274
0.6193,-0.21,-0.231,-0.249,-0.276,-0.289,-0.298,-0.303,-0.305,-0.243,-0.687
0.5593,-0.234,-0.257,-0.279,-0.313,-0.329,-0.344,-0.352,-0.355,-0.224,-0.692
0.4997,-0.252,-0.28,-0.305,-0.343,-0.364,-0.383,-0.394,-0.395,-0.514,-0.75
0.4492,-0.266,-0.297,-0.324,-0.365,-0.388,-0.413,-0.425,-0.416,-0.654,-0.741
0.3992,-0.28,-0.312,-0.342,-0.387,-0.413,-0.441,-0.453,-0.399,-0.699,-0.727
0.3496,-0.294,-0.328,-0.356,-0.404,-0.432,-0.464,-0.464,-0.458,-0.729,-0.712
0.2996,-0.322,-0.345,-0.377,-0.428,-0.46,-0.495,-0.468,-0.586,-0.726,-0.699
0.2491,-0.339,-0.36,-0.397,-0.454,-0.484,-0.523,-0.579,-0.64,-0.721,-0.686
0.1994,-0.36,-0.376,-0.411,-0.472,-0.497,-0.507,-0.616,-0.695,-0.72,-0.677
0.1493,-0.388,-0.428,-0.464,-0.52,-0.552,-0.612,-0.673,-0.74,-0.732,-0.67
0.0992,-0.433,-0.473,-0.514,-0.582,-0.624,-0.714,-0.787,-0.791,-0.762,-0.698
0.0745,-0.482,-0.525,-0.57,-0.647,-0.697,-0.799,-0.849,-0.838,-0.796,-0.725
0.0492,-0.58,-0.637,-0.688,-0.777,-0.834,-0.937,-0.91,-0.889,-0.839,-0.761
0.0342,-0.689,-0.746,-0.802,-0.9,-0.968,-0.988,-0.947,-0.921,-0.868,-0.785
0.0198,-0.863,-0.936,-0.999,-1.097,-1.077,-1.02,-0.967,-0.935,-0.876,-0.788
0.0094,-0.405,-0.37,-0.314,-0.184,-0.107,-0.055,-0.018,0.005,0.044,0.101
0.0046,0.334,0.394,0.447,0.532,0.572,0.599,0.62,0.635,0.656,0.691
0.02,-0.867,-0.937,-1,-1.087,-1.066,-1.011,-0.953,-0.925,-0.867,-0.777
0.0013,0.811,0.857,0.895,0.948,0.97,0.985,0.999,1.006,1.019,1.04
0,1.026,1.064,1.093,1.132,1.147,1.159,1.168,1.174,1.183,1.199
0.0019,0.751,0.794,0.833,0.89,0.912,0.935,0.95,0.957,0.972,0.998
0.0056,0.24,0.295,-0.348,0.435,0.474,0.517,0.54,0.55,0.582,0.62
0.0108,-0.622,-0.62,-0.0581,-0.44,-0.355,-0.277,-0.233,-0.208,-0.157,-0.091
0.0251,-0.776,-0.839,-0.902,-1.012,-1.068,-1,-0.954,-0.921,-0.855,-0.77
0.0499,-0.57,-0.622,-0.677,-0.775,-0.843,-0.904,-0.891,-0.864,-0.808,-0.732
0.0999,-0.43,-0.469,-0.51,-0.585,-0.635,-0.6873,-0.762,-0.761,-0.721,-0.662
0.15,-0.381,-0.421,-0.455,-0.514,-0.55,-0.602,-0.657,-0.703,-0.686,-0.64
0.2008,-0.36,-0.374,-0.412,-0.474,-0.509,-0.538,-0.615,-0.667,-0.674,-0.641
0.2998,-0.318,-0.342,-0.376,-0.434,-0.467,-0.494,-0.552,-0.616,-0.699,-0.673
0.3998,-0.283,-0.322,-0.352,-0.402,-0.429,-0.454,-0.452,-0.44,-0.696,-0.715
0.4999,-0.252,-0.28,-0.306,-0.347,-0.368,-0.386,-0.396,-0.387,-0.629,-0.746
0.601,-0.22,-0.242,-0.262,-0.293,-0.307,-0.319,-0.326,-0.326,-0.235,-0.688
0.6999,-0.168,-0.184,-0.199,-0.216,-0.221,-0.226,-0.229,-0.227,-0.196,-0.135
0.7995,-0.087,-0.096,-0.101,-0.102,-0.101,-0.098,-0.096,-0.093,-0.071,0.029
0.8997,0.042,0.043,0.049,0.062,0.068,0.076,0.085,0.092,0.114,0.16
