,0.09
0.95,-0.2095
0.9,-0.2371
0.85,-0.248
0.8,-0.2604
0.75,-0.275
0.7,-0.3019
0.65,-0.3383
0.6,-0.4037
0.55,-0.4907
0.5,-0.6176
0.45,-0.762
0.4,-0.8962
0.35,-1.0385
0.3,-1.1604
0.25,-1.2812
0.2,-1.4171
0.15,-1.5883
0.1,-1.8498
0.075,-2.0467
0.06,-2.1853
0.05,-2.2925
0.04,-2.3139
0.03,-2.439
0.025,-2.8311
0.02,-3.0017
0.015,-3.9786
0.01,-4.0931
0.005,-4.2744
0,-4.4332
0,-4.4332
0.005,0.5284
0.01,0.9327
0.015,0.9997
0.02,1.0058
0.025,0.9894
0.031,0.9638
0.04,0.9042
0.05,0.8501
0.06,0.8041
0.075,0.7447
0.1,0.6657
0.15,0.5672
0.2,0.5043
0.25,0.4567
0.3,0.4188
0.35,0.3901
0.4,0.3653
0.45,0.3405
0.505,0.3146
0.55,0.299
0.6,0.2758
0.65,0.2595
0.7,0.2364
0.75,0.2133
0.8,0.1904
0.85,0.1601
0.9,0.1239
0.95,0.0693
