,0.04
0.9500,0.0807
0.9000,-0.0846
0.8500,-0.2788
0.8000,-0.3082
0.7500,-0.3096
0.7000,-0.3141
0.6500,-0.3179
0.6000,-0.3236
0.5500,-0.3409
0.5000,-0.3818
0.4500,-0.4364
0.4000,-0.4878
0.3500,-0.5193
0.3000,-0.5207
0.2500,-0.4987
0.2000,-0.4596
0.1500,-0.4005
0.1000,-0.3027
0.0750,-0.2113
0.0600,-0.1377
0.0500,-0.0680
0.0400,0.0229
0.0300,0.1382
0.0250,0.2126
0.0200,0.3095
0.0150,0.4419
0.0100,0.5867
0.0050,0.8301
0.0000,0.6945
0.0000,0.6945
0.0050,-0.6962
0.0100,-0.6004
0.0150,-0.5431
0.0200,-0.5066
0.0250,-0.4704
0.0310,-0.4384
0.0400,-0.3872
0.0500,-0.3479
0.0600,-0.3125
0.0750,-0.2668
0.1000,-0.2189
0.1500,-0.1451
0.2000,-0.0931
0.2500,-0.0604
0.3000,-0.0331
0.3500,-0.0040
0.4000,0.0147
0.4500,0.0315
0.5050,0.0474
0.5500,0.0663
0.6000,0.0743
0.6500,0.0803
0.7000,0.0861
0.7500,0.0967
0.8000,0.1063
0.8500,0.1100
0.9000,0.1248
0.9500,0.1152
