xc,yb,surf,section,cp
0.95,0.094,U,1,0.058962851
0.79,0.094,U,1,-0.221630659
0.64,0.094,U,1,-0.451590753
0.49,0.094,U,1,-0.668992009
0.36,0.094,U,1,-0.885935494
0.25,0.094,U,1,-1.178212107
0.16,0.094,U,1,-1.577427926
0.09,0.094,U,1,-1.950948879
0.04,0.094,U,1,-2.393533492
0.022,0.094,U,1,-2.583150059
0.01,0.094,U,1,-2.791594933
0.01,0.094,L,1,1.050693124
0.022,0.094,L,1,0.886930648
0.04,0.094,L,1,0.653786062
0.09,0.094,L,1,0.225690885
0.16,0.094,L,1,0.037805885
0.25,0.094,L,1,-0.124543473
0.36,0.094,L,1,-0.1603491
0.49,0.094,L,1,-0.132624121
0.64,0.094,L,1,-0.110870063
0.79,0.094,L,1,-0.070247893
0.95,0.094,L,1,0.033765562
0.95,0.238,U,2,-0.032655303
0.79,0.238,U,2,-0.295728505
0.64,0.238,U,2,-0.516289109
0.49,0.238,U,2,-0.736772627
0.36,0.238,U,2,-0.968529885
0.25,0.238,U,2,-1.221948141
0.16,0.238,U,2,-1.475867452
0.09,0.238,U,2,-1.953931837
0.04,0.238,U,2,-2.389869051
0.022,0.238,U,2,-2.517329762
0.01,0.238,U,2,-2.730239639
0.01,0.238,L,2,1.021237028
0.022,0.238,L,2,0.850338694
0.04,0.238,L,2,0.594183906
0.09,0.238,L,2,0.209489213
0.16,0.238,L,2,-0.0264692
0.25,0.238,L,2,-0.177595128
0.36,0.238,L,2,-0.222458832
0.49,0.238,L,2,-0.214653935
0.64,0.238,L,2,-0.217814436
0.79,0.238,L,2,-0.178346711
0.95,0.238,L,2,-0.096636186
0.95,0.37,U,3,-0.030732474
0.79,0.37,U,3,-0.282766426
0.64,0.37,U,3,-0.492360893
0.49,0.37,U,3,-0.723118516
0.36,0.37,U,3,-0.933127947
0.25,0.37,U,3,-1.228582207
0.16,0.37,U,3,-1.482011946
0.09,0.37,U,3,-1.937981767
0.04,0.37,U,3,-2.330575291
0.022,0.37,U,3,-2.606828041
0.01,0.37,U,3,-2.925708897
0.01,0.37,L,3,0.978572776
0.022,0.37,L,3,0.840012575
0.04,0.37,L,3,0.584243948
0.09,0.37,L,3,0.179012889
0.16,0.37,L,3,-0.067136121
0.25,0.37,L,3,-0.186079849
0.36,0.37,L,3,-0.241609557
0.49,0.37,L,3,-0.191210311
0.64,0.37,L,3,-0.173140522
0.79,0.37,L,3,-0.133681232
0.95,0.37,L,3,-0.041408362
0.95,0.49,U,4,0.037056152
0.79,0.49,U,4,-0.250662734
0.64,0.49,U,4,-0.461276539
0.49,0.49,U,4,-0.67193056
0.36,0.49,U,4,-0.920840525
0.25,0.49,U,4,-1.219035809
0.16,0.49,U,4,-1.517030012
0.09,0.49,U,4,-2.007249024
0.04,0.49,U,4,-2.469748814
0.022,0.49,U,4,-2.717381906
0.01,0.49,U,4,-2.772579051
