xc,yb,surf,section,cp
0.95,0.094,U,1,0.159312275
0.79,0.094,U,1,-0.056873263
0.64,0.094,U,1,-0.351221197
0.49,0.094,U,1,-0.632542065
0.36,0.094,U,1,-0.964935118
0.25,0.094,U,1,-1.42767853
0.16,0.094,U,1,-1.717722751
0.09,0.094,U,1,-2.606396159
0.04,0.094,U,1,-3.816623638
0.022,0.094,U,1,-4.253052087
0.01,0.094,U,1,-4.814353441
0.01,0.094,L,1,1.073083435
0.022,0.094,L,1,1.252296159
0.04,0.094,L,1,1.135211962
0.09,0.094,L,1,0.756311268
0.16,0.094,L,1,0.491408271
0.25,0.094,L,1,0.306421035
0.36,0.094,L,1,0.20230594
0.49,0.094,L,1,0.152291571
0.64,0.094,L,1,0.143271161
0.79,0.094,L,1,0.180323672
0.95,0.094,L,1,0.178852874
0.95,0.238,U,2,0.101626524
0.79,0.238,U,2,-0.138678223
0.64,0.238,U,2,-0.429973331
0.49,0.238,U,2,-0.74701364
0.36,0.238,U,2,-1.082826347
0.25,0.238,U,2,-1.514459538
0.16,0.238,U,2,-1.926445259
0.09,0.238,U,2,-2.587993444
0.04,0.238,U,2,-3.729998333
0.022,0.238,U,2,-4.108474317
0.01,0.238,U,2,-4.858807678
0.01,0.238,L,2,0.936084952
0.022,0.238,L,2,1.205586577
0.04,0.238,L,2,1.039274106
0.09,0.238,L,2,0.732519377
0.16,0.238,L,2,0.438981026
0.25,0.238,L,2,0.203510015
0.36,0.238,L,2,0.115891602
0.49,0.238,L,2,0.041447898
0.64,0.238,L,2,-0.000527822
0.79,0.238,L,2,0.028030114
0.95,0.238,L,2,0.12726755
0.95,0.37,U,3,0.096595743
0.79,0.37,U,3,-0.152614093
0.64,0.37,U,3,-0.457900509
0.49,0.37,U,3,-0.719507106
0.36,0.37,U,3,-1.042838703
0.25,0.37,U,3,-1.378275906
0.16,0.37,U,3,-1.800813942
0.09,0.37,U,3,-2.567109762
0.04,0.37,U,3,-3.670964987
0.022,0.37,U,3,-4.003393581
0.01,0.37,U,3,-4.81175169
0.01,0.37,L,3,0.900178899
0.022,0.37,L,3,1.16355184
0.04,0.37,L,3,1.026443404
0.09,0.37,L,3,0.69608525
0.16,0.37,L,3,0.44149874
0.25,0.37,L,3,0.206283786
0.36,0.37,L,3,0.0907791
0.49,0.37,L,3,0.038422842
0.64,0.37,L,3,0.011830625
0.79,0.37,L,3,0.03521366
0.95,0.37,L,3,0.159226561
0.95,0.49,U,4,0.065150496
0.79,0.49,U,4,-0.171635861
0.64,0.49,U,4,-0.431105785
0.49,0.49,U,4,-0.736562342
0.36,0.49,U,4,-1.087269878
0.25,0.49,U,4,-1.506144273
0.16,0.49,U,4,-1.912805716
0.09,0.49,U,4,-2.554809864
0.04,0.49,U,4,-3.610693708
0.022,0.49,U,4,-3.945355151
0.01,0.49,U,4,-4.924797419
0.01,0.49,L,4,0.91958147
0.022,0.49,L,4,1.156434201
0.04,0.49,L,4,0.990071445
0.09,0.49,L,4,0.635204425
0.16,0.49,L,4,0.378959207
0.25,0.49,L,4,0.129168933
0.36,0.49,L,4,0.070206038
0.49,0.49,L,4,0.012094953
0.64,0.49,L,4,-0.016451717
0.79,0.49,L,4,0.018417147
0.95,0.49,L,4,0.093979258
0.95,0.597,U,5,0.136587708
0.79,0.597,U,5,-0.15527102
0.64,0.597,U,5,-0.407399701
0.49,0.597,U,5,-0.670742638
0.36,0.597,U,5,-0.967354887
0.25,0.597,U,5,-1.370502561
0.16,0.597,U,5,-1.772956679
0.09,0.597,U,5,-2.434005548
0.04,0.597,U,5,-3.353702518
0.022,0.597,U,5,-3.94017819
0.01,0.597,U,5,-4.627902262
0.01,0.597,L,5,0.915786385
0.022,0.597,L,5,1.130297695
0.04,0.597,L,5,0.97297802
0.09,0.597,L,5,0.670246479
0.16,0.597,L,5,0.441207853
0.25,0.597,L,5,0.156418054
0.36,0.597,L,5,0.108701451
0.49,0.597,L,5,0.050384123
0.64,0.597,L,5,0.015162185
0.79,0.597,L,5,0.025037345
0.95,0.597,L,5,0.102784891
0.95,0.692,U,6,0.113843411
0.79,0.692,U,6,-0.136997526
0.64,0.692,U,6,-0.353782501
0.49,0.692,U,6,-0.604433535
0.36,0.692,U,6,-0.93369919
0.25,0.692,U,6,-1.341611117
