,0.7
1,0.099
0.928,0.052
0.848,-0.057
0.8,-0.131
0.72,-0.294
0.649,-0.425
0.599,-0.501
0.549,-0.564
0.498,-0.589
0.45,-0.584
0.4,-0.552
0.35,-0.564
0.299,-1.149
0.25,-1.462
0.2,-1.511
0.15,-1.512
0.101,-1.566
0.075,-1.568
0.051,-1.635
0.031,-1.6
0.02,-1.519
0.015,-1.441
0.011,-1.117
0.007,-0.694
0.004,-0.247
0.0004,0.616
0,1.06
0.001,1.116
0.003,0.921
0.005,0.864
0.011,0.682
0.019,0.584
0.05,0.472
0.1,0.36
0.147,0.269
0.199,0.191
0.299,0.071
0.4,0.007
0.499,-0.025
0.599,0.071
0.729,0.152
0.868,0.183
0.948,0.195
