,0.5,0.7
0.9501,-0.1058,-0.0928
0.9002,-0.2183,-0.2172
0.8002,-0.3945,-0.4291
0.75,-0.4629,-0.5195
0.7,-0.5127,-0.5882
0.65,-0.5482,-0.6327
0.6002,-0.5685,-0.648
0.5502,-0.5829,-0.6294
0.5002,-0.5924,-0.5918
0.4501,-0.6074,-0.5483
0.4003,-0.6246,-0.5777
0.3502,-0.655,-1.0884
0.3001,-0.6892,-1.4333
0.2503,-0.7236,-1.4684
0.2003,-0.7794,-1.4913
0.1507,-0.8483,-1.5204
0.1003,-1.0121,-1.5491
0.0759,-1.1448,-1.5515
0.0259,-1.754,-1.3329
0.0132,-1.7216,-0.9518
0,0.814,1.0466
0,0.814,1.0466
0.0126,0.8299,0.7899
0.0255,0.6231,0.5962
0.0495,0.4245,0.4184
0.0753,0.2938,0.2795
0.1002,0.21,0.1935
0.1503,0.1077,0.0888
0.1976,0.0186,-0.0082
0.2503,-0.0417,-0.0751
0.3001,-0.08,-0.1191
0.3507,-0.1065,-0.1503
0.4001,-0.117,-0.1624
0.4501,-0.1179,-0.1587
0.5001,-0.0952,-0.1283
0.5497,-0.041,-0.0595
0.6003,0.0341,0.0288
0.65,0.0906,0.1017
0.7,0.1745,0.1948
0.7501,0.252,0.2811
0.8001,0.3219,0.3592
0.8501,0.3906,0.4318
