,0.56
1,0.08
0.947,0
0.902,-0.04
0.852,-0.13
0.802,-0.24
0.752,-0.26
0.701,-0.3
0.651,-0.3
0.6,-0.33
0.551,-0.33
0.5,-0.34
0.45,-0.32
0.4,-0.32
0.352,-0.3
0.298,-0.28
0.251,-0.25
0.2,-0.19
0.15,-0.14
0.101,-0.07
0.075,0
0.051,0.12
0.025,0.22
0.013,0.43
0.006,0.77
0,0.6
0.013,-1.19
0.026,-0.96
0.05,-0.43
0.074,-0.26
0.101,-0.18
0.15,-0.14
0.2,-0.1
0.252,-0.07
0.302,-0.06
0.352,-0.06
0.4,-0.04
0.451,-0.01
0.501,0.01
0.551,0.02
0.601,0.05
0.652,0.08
0.702,0.1
0.752,0.13
0.801,0.15
0.851,0.14
0.902,0.14
0.951,0.1
