,0.61
1,-0.17
0.947,-0.2
0.902,-0.22
0.852,-0.26
0.802,-0.3
0.752,-0.34
0.701,-0.38
0.651,-0.42
0.6,-0.48
0.551,-0.54
0.5,-0.6
0.45,-0.69
0.4,-0.76
0.352,-0.86
0.298,-1
0.251,-1.15
0.2,-1.34
0.15,-1.56
0.101,-1.79
0.075,-1.87
0.051,-1.97
0.025,-2.05
0.013,-2.15
0.006,-2.28
0,-0.38
0.013,0.95
0.026,0.84
0.05,0.68
0.074,0.62
0.101,0.56
0.151,0.48
0.2,0.42
0.252,0.38
0.302,0.34
0.352,0.3
0.4,0.28
0.451,0.27
0.501,0.26
0.551,0.23
0.601,0.23
0.652,0.23
0.702,0.23
0.752,0.23
0.801,0.22
0.851,0.18
0.902,0.14
0.951,-0.01
