,0.31
1,0.05
0.947,0.01
0.902,-0.07
0.852,-0.12
0.802,-0.15
0.752,-0.17
0.701,-0.17
0.651,-0.17
0.6,-0.18
0.551,-0.19
0.5,-0.19
0.45,-0.16
0.4,-0.15
0.352,-0.12
0.298,-0.09
0.251,-0.05
0.2,0.03
0.15,0.09
0.101,0.19
0.075,0.28
0.051,0.39
0.025,0.57
0.013,0.78
0.006,0.96
0,-0.32
0.013,-0.85
0.026,-0.86
0.05,-0.88
0.074,-0.88
0.101,-0.89
0.151,-0.84
0.2,-0.73
0.252,-0.55
0.302,-0.38
0.352,-0.25
0.4,-0.16
0.451,-0.1
0.501,-0.05
0.551,-0.05
0.601,-0.03
0.652,0
0.702,0.02
0.752,0.04
0.801,0.06
0.851,0.06
0.902,0.08
0.951,0.06
