,0.32
1,-0.69
0.947,-0.72
0.902,-0.74
0.852,-0.75
0.802,-0.75
0.752,-0.76
0.701,-0.76
0.651,-0.75
0.6,-0.75
0.551,-0.74
0.5,-0.74
0.45,-0.73
0.4,-0.72
0.352,-0.72
0.298,-0.71
0.25,-0.71
0.2,-0.71
0.15,-0.7
0.1,-0.7
0.075,-0.7
0.05,-0.7
0.025,-0.69
0.013,-0.7
0.006,-0.71
0,-0.76
0.013,1.03
0.026,0.97
0.05,0.92
0.075,0.86
0.101,0.8
0.151,0.7
0.2,0.63
0.252,0.55
0.302,0.51
0.352,0.45
0.4,0.39
0.451,0.36
0.501,0.32
0.551,0.27
0.601,0.23
0.652,0.2
0.702,0.16
0.752,0.14
0.801,0.11
0.851,0.04
0.902,-0.05
0.951,-0.25
