0,-0.159722222
0.01,-2.263888889
0.22,-2.319444444
0.04,-2.069444444
0.09,-1.777777778
0.16,-1.472222222
0.25,-1.215277778
0.36,-0.979166667
0.49,-0.722222222
0.64,-0.486111111
0.79,-0.319444444
0.95,-0.020833333
1,0.0625
