,0.320,0.420,0.520,0.550,0.580,0.600
0.000,-0.760,-0.750,-0.840,-0.840,-0.840,-0.870
0.006,-0.710,-0.700,-0.770,-0.780,-0.780,-0.790
0.013,-0.700,-0.700,-0.770,-0.780,-0.770,-0.790
0.025,-0.690,-0.690,-0.770,-0.770,-0.770,-0.780
0.050,-0.700,-0.690,-0.770,-0.770,-0.770,-0.780
0.075,-0.700,-0.690,-0.770,-0.770,-0.770,-0.790
0.100,-0.700,-0.690,-0.770,-0.780,-0.770,-0.790
0.150,-0.700,-0.690,-0.780,-0.780,-0.780,-0.790
0.200,-0.710,-0.700,-0.780,-0.780,-0.780,-0.790
0.250,-0.710,-0.700,-0.790,-0.790,-0.790,-0.800
0.298,-0.710,-0.710,-0.790,-0.790,-0.790,-0.800
0.352,-0.720,-0.720,-0.800,-0.790,-0.790,-0.800
0.400,-0.720,-0.720,-0.800,-0.800,-0.790,-0.810
0.450,-0.730,-0.730,-0.810,-0.810,-0.800,-0.820
0.500,-0.740,-0.730,-0.810,-0.820,-0.810,-0.820
0.551,-0.740,-0.730,-0.820,-0.820,-0.810,-0.830
0.600,-0.750,-0.740,-0.820,-0.830,-0.820,-0.830
0.651,-0.750,-0.740,-0.830,-0.830,-0.820,-0.830
0.701,-0.760,-0.750,-0.830,-0.830,-0.830,-0.840
0.752,-0.760,-0.750,-0.830,-0.840,-0.820,-0.840
0.802,-0.750,-0.750,-0.830,-0.840,-0.820,-0.840
0.852,-0.750,-0.740,-0.820,-0.830,-0.810,-0.830
0.902,-0.740,-0.730,-0.810,-0.820,-0.800,-0.820
0.947,-0.720,-0.720,-0.800,-0.810,-0.790,-0.810
1.000,-0.690,-0.690,-0.770,-0.780,-0.760,-0.790
,,,,,,
