,0.310,0.410,0.510,0.540,0.570,0.590,0.610,0.650,0.670,0.700,0.730,0.770
0.013,0.980,1.020,1.020,1.020,1.010,1.020,1.010,1.010,1.010,1.020,1.020,1.040
0.026,0.910,0.930,0.930,0.920,0.910,0.930,0.910,0.920,0.910,0.910,0.920,0.940
0.050,0.770,0.780,0.790,0.790,0.770,0.780,0.770,0.780,0.770,0.780,0.790,0.800
0.075,0.710,0.710,0.720,0.710,0.710,0.720,0.710,0.720,0.710,0.710,0.720,0.750
0.101,0.630,0.640,0.650,0.650,0.640,0.650,0.640,0.650,0.650,0.650,0.660,0.680
0.151,0.540,0.550,0.560,0.560,0.550,0.560,0.550,0.540,0.560,0.560,0.570,0.590
0.200,0.480,0.480,0.490,0.500,0.480,0.490,0.480,0.490,0.490,0.490,0.510,0.530
0.252,0.430,0.410,0.440,0.430,0.420,0.430,0.430,0.440,0.440,0.430,0.450,0.470
0.302,0.370,0.370,0.390,0.390,0.370,0.380,0.380,0.390,0.390,0.390,0.400,0.430
0.352,0.320,0.320,0.340,0.340,0.330,0.330,0.330,0.340,0.340,0.340,0.350,0.380
0.400,0.290,0.290,0.300,0.310,0.290,0.300,0.290,0.300,0.300,0.300,0.320,0.340
0.451,0.270,0.260,0.280,0.220,0.270,0.270,0.270,0.280,0.280,0.270,0.290,0.320
0.501,0.250,0.240,0.260,0.250,0.240,0.250,0.240,0.250,0.250,0.250,0.270,0.290
0.551,0.200,0.200,0.210,0.220,0.220,0.210,0.220,0.220,0.230,0.240,0.250,0.270
0.601,0.190,0.190,0.200,0.200,0.200,0.190,0.200,0.210,0.210,0.220,0.230,0.250
0.652,0.160,0.170,0.180,0.180,0.180,0.180,0.180,0.190,0.190,0.200,0.210,0.240
0.702,0.150,0.150,0.160,0.160,0.170,0.160,0.160,0.170,0.170,0.180,0.200,0.220
0.752,0.130,0.140,0.150,0.150,0.150,0.150,0.140,0.160,0.160,0.170,0.190,0.210
0.801,0.120,0.120,0.130,0.130,0.140,0.130,0.130,0.140,0.140,0.150,0.170,0.200
0.851,0.050,0.050,0.060,0.060,0.060,0.060,0.050,0.060,0.070,0.080,0.090,0.120
0.902,-0.030,-0.040,-0.030,-0.030,-0.030,-0.030,-0.040,-0.030,-0.030,-0.020,0.000,0.030
0.951,-0.240,-0.280,-0.290,-0.290,-0.280,-0.290,-0.300,-0.300,-0.290,-0.280,-0.270,--
