,0.300,0.410,0.500,0.550,0.610,0.630,0.650,0.680,0.710,0.730,0.750,0.780,0.810,0.840,0.870,0.900
0.013,-1.130,-1.050,-1.000,-0.990,-0.950,-0.950,-0.940,-0.980,-1.060,-1.170,-1.100,-1.610,-1.630,-1.540,-1.410,-1.270
0.026,-1.140,-1.080,-1.020,-1.010,-0.960,-0.960,-0.950,-0.970,-1.040,-1.160,-1.100,-1.520,-1.500,-1.410,-1.290,-1.170
0.050,-0.860,-0.940,-0.950,-0.960,-0.940,-0.940,-0.940,-0.960,-0.890,-1.060,-1.000,-1.390,-1.340,-1.260,-1.160,-1.040
0.074,-0.540,-0.730,-0.830,-0.860,-0.860,-0.880,-0.890,-0.900,-0.780,-0.950,-0.930,-1.280,-1.250,-1.180,-1.080,-0.970
0.101,-0.320,-0.480,-0.630,-0.700,-0.740,-0.770,-0.800,-0.810,-0.790,-0.800,-0.820,-1.170,-1.180,-1.120,-1.030,--
0.151,-0.190,-0.230,-0.310,-0.380,-0.450,-0.510,-0.560,-0.580,-0.540,-0.540,-0.620,-0.480,-1.080,-1.080,-0.970,-0.870
0.200,-0.150,-0.160,-0.170,-0.210,-0.240,-0.290,-0.340,-0.360,-0.340,-0.340,-0.430,-0.200,-0.500,-0.990,-0.940,--
0.252,-0.130,-0.130,-0.130,-0.140,-0.140,-0.160,-0.190,-0.210,-0.200,-0.230,-0.280,-0.140,-0.110,-0.630,-0.910,-0.820
0.302,-0.090,-0.110,-0.110,-0.120,-0.100,-0.110,-0.120,-0.140,-0.130,-0.160,-0.180,-0.120,-0.050,-0.180,-0.850,--
0.352,-0.090,-0.110,-0.100,-0.110,-0.090,-0.100,-0.100,-0.110,-0.100,-0.130,-0.130,-0.120,-0.060,-0.020,-0.590,-0.830
0.400,-0.070,-0.080,-0.080,-0.090,-0.070,-0.080,-0.080,-0.080,-0.070,-0.100,-0.090,-0.100,-0.050,-0.010,-0.280,--
0.451,-0.040,-0.050,-0.050,-0.060,-0.040,-0.040,-0.050,-0.050,-0.040,-0.060,-0.050,-0.060,-0.020,0.020,-0.100,-0.790
0.501,-0.020,-0.030,-0.030,-0.040,-0.010,-0.020,-0.020,-0.020,0.000,-0.030,-0.020,-0.030,0.000,0.040,-0.010,--
0.551,-0.010,-0.010,-0.010,0.000,0.000,0.000,0.000,0.000,0.010,0.000,-0.010,0.000,0.020,0.050,0.050,-0.570
0.601,0.020,0.020,0.010,0.020,0.030,0.020,0.020,0.030,0.040,0.020,0.030,0.040,0.050,0.080,0.090,--
0.652,0.040,0.050,0.040,0.050,0.060,0.050,0.050,0.050,0.070,0.050,0.050,0.070,0.080,0.110,0.130,-0.280
0.702,0.070,0.070,0.060,0.070,0.080,0.080,0.080,0.080,0.090,0.080,0.080,0.100,0.110,0.140,0.160,--
0.752,0.090,0.090,0.090,0.100,0.110,0.100,0.100,0.110,0.120,0.110,0.110,0.130,0.140,0.160,0.180,-0.080
0.801,0.110,0.110,0.110,0.120,0.130,0.120,0.120,0.120,0.140,0.130,0.130,0.150,0.160,0.180,0.200,--
0.851,0.110,0.110,0.110,0.120,0.120,0.120,0.120,0.120,0.140,0.130,0.130,0.150,0.160,0.180,0.190,0.060
0.902,0.110,0.110,0.110,0.120,0.130,0.120,0.130,0.120,0.140,0.130,0.130,0.150,0.160,0.170,0.190,--
0.951,0.080,0.070,0.070,0.080,0.090,0.080,0.090,0.080,0.100,0.090,0.090,0.110,0.110,0.130,0.130,0.100
