0.991520468,-1.78E-15,-,,,
0.976894259,-0.028846154,-,,,
0.964469467,-0.019230769,-,,,
0.945476271,0.038461538,-,,,
0.922061263,-0.067307692,-,,,
0.89865469,-0.134615385,-,,,
0.86135501,-0.221153846,-,,,
0.821139789,-0.269230769,-,,,
0.782380229,-0.346153846,-,,,
0.742152356,-0.451923077,-,,,
0.641260403,-0.519230769,-,,,
0.621513017,-0.567307692,-,,,
0.603231838,-0.596153846,-,,,
0.579842133,-0.586538462,-,,,
0.560120052,-0.519230769,-,,,
0.519171727,-0.576923077,-,,,
0.499424342,-0.625,-,,,
0.449676676,-0.807692308,-,,,
0.382420996,-0.826923077,-,,,
0.340010684,-0.884615385,-,,,
0.259567589,-1.038461538,-,,,
0.22080803,-1.115384615,-,,,
0.18057383,-1.25,-,,,
0.14034174,-1.375,-,,,
0.080301113,-1.826923077,-,,,
0.071482794,-2.038461538,-,,,
0.059761583,-2.153846154,-,,,
0.049472841,-2.403846154,-,,,
0.039177772,-2.682692308,-,,,
0.030348909,-2.942307692,-,,,
0.022164586,-3.596153846,-,,,
0.01329355,-4.048076923,-,,,
0.008047964,-4.634615385,-,,,
0,-2.865384615,-,,,
0.013641975,0.969740625,-,,,
0.028518355,0.90422896,-,,,
0.036727301,0.878425998,-,,,
0.046195311,0.759278964,-,,,
0.058119429,0.715608505,-,,,
0.0677862,0.671933563,-,,,
0.077390204,0.604425329,-,,,
0.084763012,0.54684315,-,,,
0.099764925,0.528998069,-,,,
0.138515695,0.386076025,-,,,
0.178896896,0.290823555,-,,,
0.217120129,0.233302648,-,,,
0.258332237,0.167843287,-,,,
0.298096983,0.124228123,-,,,
0.33777804,0.048835235,-,,,
0.418953654,0.015232804,-,,,
0.458149019,0.041129914,-,,,
0.498802208,0.049155045,-,,,
0.540970757,0.06115538,-,,,
0.577955848,0.104922977,-,,,
0.700302474,0.275970338,-,,,
0.738771542,0.311796493,-,,,
0.779529342,0.359543778,-,,,
0.820182531,0.367568909,-,,,
0.860799106,0.361691285,-,,,
0.917859726,0.314138277,-,,,
0.93732926,0.278427194,-,,,
0.953794228,0.244696241,-,,,
0.96272424,0.206978127,-,,,
0.982110086,0.139489321,-,,,
