,0.4,0.6
1,0.069588313,-0.247400362
0.903157895,0.001593625,-0.199245314
0.806315789,-0.108897742,-0.230754709
0.701052632,-0.295883134,-0.293719173
0.652631579,-0.363877822,-0.363430993
0.606315789,-0.423373174,-0.473029361
0.553684211,-0.482868526,-0.504593083
0.505263158,-0.576361222,-0.562602966
0.452631579,-0.64435591,-0.640691939
0.404210526,-0.720849934,-0.765088858
0.353684211,-0.805843293,-0.843177831
0.303157895,-0.899335989,-0.994183891
0.254736842,-1.052324037,-1.13196687
0.204210526,-1.196812749,-1.203362813
0.155789474,-1.596281541,-1.334398435
0.130526316,-1.842762284,-1.366777055
0.107368421,-2.199734396,-1.392516971
0.088421053,-2.514209827,-1.50477734
0.067368421,-2.879681275,-1.709870907
0.048421053,-3.151660027,-1.861854844
0.033684211,-5.216998672,-1.881173363
0.014736842,-4.596547145,-2.026844556
0.010526316,0.919521912,-0.911216394
0.04,0.936520584,1.100147813
0.058947368,0.851527224,0.873345361
0.098947368,0.715537849,0.773112888
0.206315789,0.528552457,0.63903498
0.351578947,0.324568393,0.456476063
0.503157895,0.197078353,0.265594321
0.703157895,0.146082337,0.094585228
0.898947368,0.137583001,0.041432138
0.951578947,0.197078353,0.046441046
1,0.154581673,-0.19418208
