,0.6,0.81
1,0.12881188,0.186122547
0.952253157,0.204494846,0.259731433
0.8994417,0.099503172,0.184543182
0.80056931,-0.010332916,-0.009905837
0.703330076,-0.126929164,-0.165739008
0.599615566,-0.183014272,-0.255672989
0.548620764,-0.187660506,-0.28127966
0.499236179,-0.2124551,-0.306938727
0.449908938,-0.203779194,-0.299386218
0.400604634,-0.181715088,-0.264445576
0.349667176,-0.152890822,-0.234909205
0.300328466,-0.150909016,-0.216495756
0.252622911,-0.15568737,-0.231084298
0.201731328,-0.100086704,-0.152071139
0.152289399,-0.158351798,-0.238225123
0.125986889,-0.150600735,-0.22621147
0.101340472,-0.136221632,-0.241847932
0.080063583,-0.075115949,-0.125319241
0.060546006,0.052864673,0.024263836
0.042810678,0.261108435,0.272957679
0.020370855,0.603432378,0.609691762
0.010950395,0.864898639,0.89107322
0.01382906,-2.254882261,-1.279655384
0.040987141,-0.803253465,-1.143029087
0.060906126,-0.696940587,-1.050265723
0.102228155,-0.578098292,-1.029801344
0.202871325,-0.394693164,-0.862792856
0.350979205,-0.347085782,-0.857381099
0.452398239,,-0.811886405
0.699994954,-0.153573444,-0.160387132
0.800489029,-0.057191616,-0.004396772
0.901051917,0.079354812,0.118486804
0.950516783,0.151008106,0.171638797
1,0.14226614,0.186227339
