,0.6,0.81
1,0.10892776,-0.28209554
0.950918899,0.110777446,-0.280156889
0.899805933,0.065966612,-0.366363269
0.803849431,-0.104050316,-0.439665264
0.699360803,-0.300909704,-0.479912873
0.601500674,-0.419919733,-0.53117861
0.550407656,-0.464760861,-0.551276217
0.503600649,-0.522770744,-0.609937275
0.452527578,-0.547695762,-0.646509678
0.401554249,-0.585898188,-0.727311786
0.350501127,-0.617461909,-0.907119867
0.303714068,-0.675526119,-1.125543796
0.2504182,-0.773476876,-1.266945613
0.201448239,-0.818263678,-1.298061348
0.149876464,-1.520336462,-1.318158954
0.12620366,-2.20336236,-1.284109044
0.100328005,-2.275464549,-1.189459423
0.080901316,-2.235034735,-1.04538541
0.05935157,-2.181218861,-0.901416189
0.040164259,-2.054431575,-0.674706208
0.020757518,-1.715205773,-0.49212114
-0.000889119,0.184169698,-0.194160092
0.010016842,1.060261265,1.09538017
0.041064777,0.660961172,0.443686283
0.059952865,0.55403567,0.360264375
0.102114793,0.433235168,0.265090795
0.199496166,0.290454147,0.145418345
0.352037138,0.139458953,-0.020160481
0.702221944,0.081470801,0.0049372
0.899805933,0.121150908,0.013709786
0.950898951,0.179269444,0.033912184
1,0.131114396,-0.271077411
