,0.320,0.420,0.530,0.550,0.580,0.600
0.000,-0.770,-0.760,-0.810,-0.820,-0.830,-0.850
0.005,-0.660,-0.670,-0.720,-0.730,-0.740,-0.760
0.013,-0.670,-0.670,-0.730,-0.730,-0.740,-0.770
0.025,-0.660,-0.660,-0.720,-0.730,-0.740,-0.770
0.075,-0.660,-0.660,-0.710,-0.720,-0.730,-0.760
0.100,-0.660,-0.660,-0.720,-0.730,-0.740,-0.760
0.150,-0.660,-0.660,-0.720,-0.730,-0.740,-0.760
0.200,-0.660,-0.670,-0.720,-0.730,-0.740,-0.760
0.250,-0.660,-0.670,-0.730,-0.730,-0.740,-0.770
0.300,-0.670,-0.670,-0.740,-0.750,-0.750,-0.770
0.350,-0.680,-0.680,-0.740,-0.750,-0.760,-0.780
0.400,-0.690,-0.690,-0.750,-0.750,-0.770,-0.780
0.450,-0.690,-0.690,-0.760,-0.760,-0.770,-0.790
0.500,-0.700,-0.700,-0.770,-0.760,-0.780,-0.790
0.550,-0.700,-0.700,-0.770,-0.770,-0.780,-0.800
0.600,-0.710,-0.700,-0.770,-0.780,-0.780,-0.800
0.650,-0.710,-0.710,-0.770,-0.780,-0.790,-0.810
0.700,-0.720,-0.710,-0.780,-0.780,-0.780,-0.810
0.750,-0.720,-0.710,-0.780,-0.780,-0.780,-0.810
0.800,-0.710,-0.700,-0.780,-0.780,-0.780,-0.810
0.850,-0.710,-0.700,-0.780,-0.780,-0.780,-0.800
0.900,-0.700,-0.690,-0.760,-0.760,-0.770,-0.790
0.950,-0.680,-0.670,-0.750,-0.750,-0.760,-0.780
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
