xc,yb,surf,section,cp,std
0.95,0,U,1,-0.035,
0.85,0,U,1,-0.135,
0.75,0,U,1,-0.205,
0.65,0,U,1,-0.315,
0.5,0,U,1,-0.44,
0.35,0,U,1,-0.59,
0.225,0,U,1,-0.575,
0.15,0,U,1,-0.565,
0.08,0,U,1,-0.53,
0.03,0,U,1,-0.51,
0.01,0,U,1,-0.43,
0,0,U,1,0.76,
0.01,0,L,1,0.96,
0.03,0,L,1,0.77,
0.08,0,L,1,0.51,
0.15,0,L,1,0.37,
0.225,0,L,1,0.26,
0.35,0,L,1,0.13,
0.5,0,L,1,0.08,
0.65,0,L,1,0.075,
0.75,0,L,1,0.06,
0.85,0,L,1,0.075,
0.95,0,L,1,0.08,
0.95,0.105,U,2,0.05,
0.85,0.105,U,2,-0.055,
0.75,0.105,U,2,-0.145,
0.65,0.105,U,2,-0.24,
0.5,0.105,U,2,-0.385,
0.35,0.105,U,2,-0.54,
0.225,0.105,U,2,-0.67,
0.15,0.105,U,2,-0.685,
0.08,0.105,U,2,-0.805,
0.03,0.105,U,2,-1.13,
0.01,0.105,U,2,-1.245,
0,0.105,U,2,-0.415,
0.01,0.105,L,2,0.52,
0.03,0.105,L,2,0.58,
0.08,0.105,L,2,0.44,
0.15,0.105,L,2,0.28,
0.225,0.105,L,2,0.2,
0.35,0.105,L,2,0.1,
0.5,0.105,L,2,0.07,
0.65,0.105,L,2,0.07,
0.75,0.105,L,2,0.08,
0.85,0.105,L,2,0.085,
0.95,0.105,L,2,0.095,
0.95,0.21,U,3,0.06,
0.85,0.21,U,3,-0.02,
0.75,0.21,U,3,-0.105,
0.65,0.21,U,3,-0.19,
0.5,0.21,U,3,-0.335,
0.35,0.21,U,3,-0.53,
0.225,0.21,U,3,-0.645,
0.15,0.21,U,3,-0.76,
0.08,0.21,U,3,-0.925,
0.03,0.21,U,3,-1.39,
0.01,0.21,U,3,-1.62,
0,0.21,U,3,-1.005,
0.01,0.21,L,3,0.47,
0.03,0.21,L,3,0.565,
0.08,0.21,L,3,0.415,
0.15,0.21,L,3,0.27,
0.225,0.21,L,3,0.185,
0.35,0.21,L,3,0.1,
0.5,0.21,L,3,0.065,
0.65,0.21,L,3,0.095,
0.75,0.21,L,3,0.06,
0.85,0.21,L,3,0.07,
0.95,0.21,L,3,0.08,
0.7,0.87,U,4,-0.095,
0.5,0.87,U,4,-0.285,
0.35,0.87,U,4,-0.455,
0.25,0.87,U,4,-0.62,
0.15,0.87,U,4,-0.815,
0.1,0.87,U,4,-0.965,
0.05,0.87,U,4,-1.2,
0.025,0.87,U,4,-1.405,
0,0.87,U,4,-0.965,
0.025,0.87,L,4,-0.11,
0.05,0.87,L,4,0.005,
0.1,0.87,L,4,0.03,
0.15,0.87,L,4,0.035,
0.25,0.87,L,4,0.025,
0.35,0.87,L,4,-0.01,
0.5,0.87,L,4,0.03,
0.7,0.87,L,4,0.035,
