,0.4,0.6,0.7,0.74,0.76,0.78,0.8
1,0.1651,0.1371,0.1401,0.144,0.1467,0.1477,0.142
0.9212,-0.0245,-0.0272,-0.0104,-0.0637,0.0015,0.0097,0.0178
0.8791,-0.1013,-0.1081,-0.1027,-0.0948,-0.0908,-0.08,-0.0657
0.8353,-0.1828,-0.2006,-0.2085,-0.2033,-0.1998,-0.1899,-0.1694
0.7493,-0.3283,-0.3449,-0.3655,-0.4097,-0.4117,-0.4187,-0.4054
0.6997,-0.3324,-0.3912,-0.4346,-0.4647,-0.4779,-0.4914,-0.5326
0.6598,-0.3515,-0.4165,-0.4663,-0.5057,-0.5287,-0.5811,-0.7762
0.6197,-0.367,-0.4279,-0.4905,-0.5303,-0.561,-0.6471,-0.7648
0.5795,-0.3751,-0.4338,-0.4983,-0.5386,-0.578,-0.6498,-0.7217
0.5397,-0.3776,-0.4327,-0.4967,-0.5406,-0.5752,-0.6339,-0.68
0.4996,-0.3657,-0.4291,-0.488,-0.5297,-0.5622,-0.6082,-0.6451
0.4598,-0.3675,-0.4283,-0.4893,-0.5277,-0.5583,-0.5941,-0.6294
0.4201,-0.3652,-0.4185,-0.4793,-0.508,-0.5379,-0.5718,-0.6043
0.3795,-0.3616,-0.4162,-0.4751,-0.5096,-0.533,-0.5683,-0.5919
0.3402,-0.3659,-0.4177,-0.4762,-0.5102,-0.5338,-0.5744,-0.581
0.2994,-0.3705,-0.4286,-0.486,-0.5183,-0.542,-0.5768,-0.5883
0.25,-0.3742,-0.424,-0.4855,-0.519,-0.5408,-0.5649,-0.5959
0.1997,-0.3807,-0.4327,-0.4902,-0.5259,-0.5445,-0.5751,-0.5965
0.1,-0.4275,-0.4754,-0.5307,-0.5523,-0.5629,-0.5587,-0.5285
0.08,-0.4105,-0.4687,-0.5223,-0.5356,-0.5452,-0.5313,-0.4937
0.0608,-0.4306,-0.4954,-0.5341,-0.5364,-0.531,-0.5022,-0.4622
0.04,-0.4553,-0.4976,-0.5204,-0.5,-0.4824,-0.4427,-0.3952
0.03,-0.4526,-0.4688,-0.474,-0.4399,-0.4137,-0.3652,-0.3133
0.0203,-0.3666,-0.4197,-0.3936,-0.3488,-0.3144,-0.2609,-0.2
0.0097,-0.2793,-0.1797,-0.1143,-0.0493,-0.0099,0.0514,0.1086
0.0083,-0.2227,-0.1559,-0.0924,-0.0346,0.0077,0.0714,0.1323
0,0.7759,0.8913,0.9979,1.0392,1.0595,1.0932,1.1231
0,0.7759,0.8913,0.9979,1.0392,1.0595,1.0932,1.1231
0.0052,0.4626,0.4593,0.4914,0.4768,0.4761,0.4591,0.4379
0.0098,0.3421,0.3495,0.3818,0.3775,0.3755,0.3638,0.3498
0.02,0.2534,0.2524,0.2833,0.2819,0.2814,0.2757,0.2649
0.05,0.1293,0.1126,0.1272,0.1298,0.1286,0.1255,0.1173
0.0813,0.043,0.0336,0.0392,0.0388,0.0389,0.0371,0.0288
0.1199,-0.0065,-0.0236,-0.0246,-0.0267,-0.0255,-0.0298,-0.0342
0.1796,-0.0704,-0.0938,-0.1012,-0.1078,-0.1044,-0.1118,-0.1196
0.2397,-0.118,-0.145,-0.161,-0.1707,-0.1692,-0.1786,-0.1921
0.2995,-0.144,-0.1908,-0.2143,-0.23,-0.2302,-0.2457,-0.265
0.3588,-0.1858,-0.2327,-0.2692,-0.2878,-0.2987,-0.3185,-0.344
0.4193,-0.208,-0.2621,-0.3042,-0.3258,-0.3415,-0.3706,-0.409
0.4793,-0.2174,-0.2696,-0.3142,-0.3409,-0.3572,-0.3881,-0.4296
0.5394,-0.1911,-0.2346,-0.2699,-0.2875,-0.298,-0.3155,-0.3423
0.5994,-0.1041,-0.1276,-0.1393,-0.1383,-0.1415,-0.1435,-0.1505
0.6507,0.0223,0.0211,0.0323,0.0371,0.0382,0.0459,0.0448
0.7203,0.1334,0.149,0.1752,0.1842,0.1844,0.1928,0.1945
0.7743,0.1927,0.2204,0.2496,0.262,0.2646,0.2743,0.2766
0.8394,0.235,0.2655,0.2996,0.31,0.3136,0.3239,0.3288
0.8996,0.2493,0.2752,0.3086,0.323,0.3271,0.3373,0.3422
0.9492,0.209,0.2352,0.2786,0.2879,0.2919,0.2947,0.2996
1,0.1651,0.1371,0.1401,0.144,0.1469,0.1477,0.142
