,0.4,0.6,0.7,0.74,0.76,0.78,0.8
1,0.1372,0.1513,0.1692,0.1732,0.1746,0.1794,0.184
0.9212,-0.0203,-0.018,-0.0069,-0.0002,0.0039,0.0073,0.0139
0.8791,-0.0869,-0.0915,-0.0948,-0.091,-0.0888,-0.0838,-0.0799
0.8353,-0.1573,-0.1743,-0.1934,-0.1919,-0.1942,-0.1912,-0.1692
0.7493,-0.2434,-0.2993,-0.3431,-0.3503,-0.3699,-0.3963,-0.4183
0.6997,-0.2796,-0.3206,-0.3783,-0.3996,-0.4186,-0.4465,-0.482
0.6598,-0.2867,-0.3275,-0.394,-0.4179,-0.4373,-0.4749,-0.5143
0.6197,-0.2915,-0.3327,-0.3979,-0.4245,-0.4464,-0.4799,-0.5285
0.5795,-0.2854,-0.3278,-0.385,-0.4131,-0.4312,-0.4646,-0.4939
0.5397,-0.2731,-0.312,-0.3686,-0.3946,-0.4135,-0.4395,-0.4549
0.4996,-0.2566,-0.2937,-0.3492,-0.3687,-0.3881,-0.4038,-0.4168
0.4598,-0.2522,-0.2839,-0.3346,-0.3527,-0.3667,-0.381,-0.3883
0.4201,-0.2284,-0.2628,-0.3075,-0.3221,-0.334,-0.3478,-0.3568
0.3795,-0.2235,-0.2457,-0.2909,-0.3042,-0.3141,-0.324,-0.3248
0.3402,-0.2125,-0.2298,-0.2716,-0.2832,-0.2943,-0.299,-0.2991
0.2994,-0.2023,-0.218,-0.2607,-0.2655,-0.2774,-0.2856,-0.2776
0.25,-0.1783,-0.1924,-0.2328,-0.2345,-0.2425,-0.2461,-0.2409
0.1997,-0.1599,-0.1626,-0.199,-0.1976,-0.2027,-0.2049,-0.1951
0.1,-0.0941,-0.0728,-0.1047,-0.0913,-0.0952,-0.091,-0.072
0.08,-0.0502,0.0293,-0.0595,-0.0434,-0.0418,-0.0355,-0.0181
0.0608,-0.0125,0.022,-0.0017,0.0166,0.02,0.0274,0.0505
0.04,0.064,0.1169,0.097,0.1203,0.1259,0.1345,0.1573
0.03,0.1372,0.2053,0.1881,0.211,0.2175,0.2263,0.2533
0.0203,0.2659,0.373,0.3589,0.381,0.3822,0.383,0.4056
0.0097,0.5396,0.6567,0.6396,0.6699,0.6698,0.6816,0.7004
0.0083,0.5375,0.6226,0.6365,0.6662,0.6656,0.675,0.6937
0,0.9874,1.0414,1.1498,1.1681,1.1748,1.1866,1.1956
0,0.9974,1.0414,1.1498,1.1681,1.1748,1.186,1.1956
0.0052,-0.7658,-0.9322,-0.8132,-0.8579,-0.821,-0.7896,-0.8063
0.0098,-0.5732,-0.7193,-0.6458,-0.6824,-0.6526,-0.6515,-0.6859
0.02,-0.3907,-0.506,-0.479,-0.5056,-0.4944,-0.4856,-0.5025
0.05,-0.2992,-0.3828,-0.3779,-0.419,-0.4217,-0.4269,-0.445
0.0813,-0.3159,-0.3938,-0.388,-0.4171,-0.416,-0.422,-0.4402
0.1199,-0.2824,-0.3579,-0.3728,-0.3988,-0.3967,-0.4093,-0.4304
0.1796,-0.3033,-0.3702,-0.3972,-0.4268,-0.4408,-0.453,-0.4801
0.2397,-0.31,-0.3812,-0.4151,-0.4511,-0.4682,-0.4887,-0.5213
0.2999,-0.3276,-0.401,-0.4444,-0.4859,-0.5069,-0.537,-0.5705
0.3558,-0.3414,-0.4227,-0.4769,-0.5253,-0.5557,-0.5995,-0.6447
0.4193,-0.3473,-0.4256,-0.4848,-0.5355,-0.5716,-0.6462,-0.7219
0.4793,-0.3406,-0.4158,-0.4651,-0.5091,-0.5345,-0.576,-0.8109
0.5394,-0.2907,-0.3497,-0.3775,-0.3984,-0.4045,-0.4067,-0.38
0.5994,-0.1719,-0.2173,-0.2102,-0.2114,-0.2095,-0.2059,-0.1929
0.6507,-0.0414,-0.0538,-0.031,-0.0249,-0.0222,-0.016,-0.021
0.7203,0.0804,0.0795,0.1093,0.1133,0.1143,0.1182,0.1016
0.7743,0.1494,0.1569,0.1902,0.192,0.1943,0.1935,0.1808
0.8394,0.1946,0.2079,0.2449,0.2524,0.2586,0.2589,0.25
0.8996,0.207,0.23,0.2739,0.2812,0.2836,0.2928,0.2863
0.9492,0.1875,0.2122,0.2635,0.2675,0.275,0.2778,0.2741
1,0.1377,0.1513,0.1692,0.1732,0.1746,0.1794,0.184
