,0.8
1,0.1215
0.9212,-0.0012
0.8791,-0.0709
0.8353,-0.1542
0.7493,-0.3537
0.6997,-0.4499
0.6598,-0.8405
0.6197,-0.9359
0.5795,-0.912
0.5397,-0.8716
0.4996,-0.8624
0.4598,-0.876
0.4201,-0.8813
0.3795,-0.8784
0.3402,-0.8675
0.2994,-0.8813
0.25,-0.8539
0.1997,-0.8356
0.1,-0.7833
0.08,-0.7665
0.0608,-0.7432
0.04,-0.6616
0.03,-0.5785
0.0203,-0.4981
0.0097,-0.2496
0.0083,-0.1934
0,0.9068
0,0.9068
0.0052,0.7536
0.0098,0.62
0.02,0.4928
0.05,0.304
0.0813,0.1979
0.1199,0.1139
0.1796,0.0116
0.2397,-0.07
0.2999,-0.1479
0.3558,-0.2306
0.4193,-0.2932
0.4793,-0.3333
0.5394,-0.2747
0.5994,-0.1173
0.6507,0.07
0.7203,0.2149
0.7743,0.2947
0.8394,0.3404
0.8996,0.3469
0.9492,0.3022
1,0.1215
