,0.76
1,-0.076
0.975,-0.0637
0.95,-0.1272
0.9,-0.1974
0.8,-0.3015
0.7,-0.4674
0.62,-0.5865
0.58,-0.712
0.54,-1.1676
0.5,-1.1713
0.46,-1.1621
0.42,-1.1436
0.38,-1.1231
0.34,-1.1325
0.3,-1.1339
0.26,-1.1287
0.22,-1.1113
0.16,-1.0947
0.14,-1.0985
0.1,-1.0175
0.08,-0.9431
0.06,-0.6103
0.04,-0.5332
0.025,-0.2995
0.015,-0.0607
0.008,0.2201
0.004,0.5241
0,1.1551
0,1.1551
0.004,0.581
0.008,0.3623
0.02,0.2241
0.05,0.1912
0.1,0.0389
0.15,-0.0784
0.2,-0.1846
0.25,-0.2787
0.35,-0.3194
0.45,-0.213
0.55,-0.067
0.65,0.0831
0.75,0.2282
0.85,0.3048
1,-0.076
