,2.00E-02
0.9,0.10292729
0.76,0.303116147
0.62,0.522190746
0.51,0.650613787
0.42,0.771482531
0.34,1.424929178
0.23,1.700661001
0.18,1.817752597
0.14,1.980169972
0.1,2.206798867
0.07,2.486307838
0.05,2.731822474
0.03,2.399433428
0.022,1.995278565
0.02,0.155807365
0.024,-0.830028329
0.03,-0.969782814
0.06,-0.807365439
0.08,-0.603399433
0.12,-0.406987724
0.17,-0.278564684
0.36,-0.074598678
0.51,-0.04815864
0.7,-0.044381492
