,0.5
1,-0.011
0.981,-0.067
0.972,-0.099
0.949,-0.2
0.932,-0.27
0.899,-0.348
0.85,-0.428
0.801,-0.444
0.75,-0.448
0.7,-0.436
0.652,-0.417
0.6,-0.427
0.549,-0.4
0.499,-0.404
0.448,-0.402
0.398,-0.404
0.351,-0.424
0.301,-0.447
0.25,-0.48
0.2,-0.517
0.15,-0.57
0.098,-0.645
0.072,-0.757
0.047,-0.916
0.028,-1.124
0.019,-1.201
0.012,-1.178
0.003,-0.117
0,1.027
0,1.027
0.006,0.635
0.011,0.38
0.02,0.194
0.029,0.058
0.048,-0.007
0.069,-0.064
0.102,-0.11
0.151,-0.121
0.199,-0.111
0.251,-0.108
0.299,-0.084
0.35,-0.081
0.4,-0.086
0.451,-0.091
0.5,-0.123
0.549,-0.129
0.598,-0.149
0.649,0.003
0.699,0.203
0.747,0.304
0.8,0.372
0.85,0.424
0.899,0.444
0.929,0.449
0.95,0.431
0.969,0.379
0.99,0.249
0.998,0.083
