,0.4,0.6
1,-0.117150396,-0.195768229
0.95,-0.125593668,-0.153635262
0.9,-0.159366755,-0.222026823
0.8,-0.218469657,-0.285153071
0.7,-0.260686016,-0.371264738
0.65,-0.319788918,-0.402820019
0.6,-0.362005277,-0.526536588
0.55,-0.421108179,-0.530437208
0.5,-0.454881266,-0.511321034
0.45,-0.522427441,-0.699481486
0.4,-0.589973615,-0.703397792
0.35,-0.674406332,-0.771836411
0.3,-0.733509235,-0.904750285
0.25,-0.817941953,-0.91784821
0.2,-0.969920844,-0.953994301
0.15,-1.155672823,-0.994762573
0.121898084,-1.290765172,-1.187858929
0.1,-1.518733509,-1.25206752
0.08,-1.772031662,-1.482047215
0.059509973,-2.033773087,-1.702908036
0.038762594,-2.43060686,-2.425861213
0.020325987,-3.511345646,-2.780294725
0.001839805,-4.440105541,-0.86371012
0.008496703,0.752506596,1.08010562
0.039754105,0.929815303,0.858585982
0.062746157,0.845382586,0.766189401
0.1,0.701846966,0.62741414
0.2,0.516094987,0.414166325
0.35,0.313456464,0.246230534
0.5,0.24591029,0.188866328
0.7,0.153034301,0.112385949
0.9,0.110817942,-0.000946397
0.95,0.085488127,0.053657049
1,-0.074934037,-0.145112461
