,0.4,0.6
1,0.10237467,0.052935486
0.95,0.093931398,0.035231066
0.9,0.043271768,-0.019341008
0.8,-0.125593668,-0.123925717
0.7,-0.269129288,-0.242329914
0.65,-0.32823219,-0.29226412
0.6,-0.378891821,-0.411342821
0.55,-0.412664908,-0.364650417
0.5,-0.437994723,-0.382307779
0.45,-0.505540897,-0.436911225
0.4,-0.564643799,-0.496105481
0.35,-0.623746702,-0.555299736
0.3,-0.691292876,-0.683607115
0.25,-0.784168865,-0.885618426
0.2,-0.919261214,-1.244234909
0.15,-1.197889182,-1.538329078
0.121898084,-1.392084433,-1.625523089
0.1,-1.636939314,-1.814028636
0.08,-1.890237467,-2.246756891
0.059509973,-2.084432718,-2.647271048
0.038762594,-2.455936675,-2.67000549
0.020325987,-3.131398417,-2.688196181
0.001839805,-3.460686016,-2.393223588
0,,-0.439881134
0.008496703,0.862269129,1.066317505
0.039754105,0.862269129,0.784913421
0.062746157,0.760949868,0.706320642
0.1,0.62585752,0.562938885
0.2,0.423218997,0.340415334
0.35,0.271240106,0.218591559
0.5,0.203693931,0.161243039
0.7,0.144591029,0.103188643
0.9,0.153034301,0.031283388
0.95,0.178364116,0.145849709
1,0.119261214,0.099031817
