,0.4,0.6
1,0.12395192,0.066786346
0.95,0.112225154,0.145786965
0.9,0.077044855,0.063528858
0.8,-0.022632659,-0.045583916
0.7,-0.139900322,-0.090284181
0.65,-0.145763706,-0.186314716
0.6,-0.192670771,-0.24088679
0.55,-0.151627089,-0.18491865
0.5,-0.157490472,-0.179669022
0.45,-0.175080622,-0.197357757
0.4,-0.22785107,-0.224306542
0.35,-0.210260921,-0.214387674
0.3,-0.204397537,-0.213728856
0.25,-0.210260921,-0.199187807
0.2,-0.280621519,-0.276808045
0.15,-0.304075051,-0.276149227
0.123713024,-0.315801818,-0.266559769
0.099101198,-0.33925535,-0.26623036
0.080278927,-0.350982117,-0.265948009
0.059978187,-0.274758135,-0.168929247
0.038239143,-0.192670771,-0.053500187
0.017949878,-0.00504251,0.204730242
0.009165132,0.551978892,0.79450288
0.002847689,0.60474934,0.278716525
0.008742439,-0.48583993,-1.347533355
0.039315958,-0.169217238,-0.37597058
0.059630087,-0.128173556,-0.297926815
0.1,-0.110583407,-0.26163955
0.2,-0.104720023,-0.198528989
0.25,,-0.203841361
0.35,-0.122310173,-0.219009856
0.5,-0.104720023,-0.14280137
0.7,-0.051949575,-0.081071189
0.8,,-0.045615289
0.9,0.12395192,0.086561337
0.95,0.159132219,0.154999956
1,0.118088537,0.108213436
