1.0,0.12266,-
0.98,0.0758768,-
0.96,0.0378063,-
0.94,0.00467647,-
0.92,-0.0233589,-
0.9,-0.0522174,-
0.88,-0.0802789,-
0.84,-0.12801,-
0.8,-0.176828,-
0.76,-0.222363,-
0.72,-0.310383,-
0.68,-0.401257,-
0.64,-0.43165,-
0.6,-0.464546,-
0.58,-0.478692,-
0.56,-0.489205,-
0.54,-0.495206,-
0.52,-0.491363,-
0.5,-0.489127,-
0.48,-0.481178,-
0.46,-0.473945,-
0.44,-0.465293,-
0.42,-0.45405,-
0.4,-0.443325,-
0.38,-0.430093,-
0.34,-0.399108,-
0.3,-0.3689,-
0.26,-0.332804,-
0.22,-0.285752,-
0.19,-0.246816,-
0.16,-0.20715,-
0.13,-0.15596,-
0.1,-0.0896853,-
0.08,-0.0300738,-
0.06,0.0470147,-
0.05,0.0897092,-
0.045,0.119863,-
0.04,0.150091,-
0.035,0.183321,-
0.03,0.228997,-
0.025,0.283322,-
0.02,0.353457,-
0.015,0.455427,-
0.01,0.601383,-
0.005,0.895185,-
0.0,1.10267,-
0.01,-0.183557,-
0.02,-0.421362,-
0.03,-0.492919,-
0.04,-0.542626,-
0.05,-0.571053,-
0.06,-0.600106,-
0.08,-0.641971,-
0.1,-0.681892,-
0.15,-0.7335,-
0.2,-0.767454,-
0.25,-0.768378,-
0.3,-0.870002,-
0.35,-0.95865,-
0.4,-0.911818,-
0.45,-0.866544,-
0.5,-0.336637,-
0.55,-0.252117,-
0.6,-0.146721,-
0.65,-0.0402983,-
0.7,0.0503704,-
0.75,0.125953,-
0.81,0.219989,-
0.87,0.263324,-
0.9,0.273486,-
0.92,0.273558,-
0.94,0.271078,-
0.96,0.254242,-
0.98,,-
