1.0,-0.432385,-
0.98,-0.472606,-
0.96,-0.480843,-
0.94,-0.485395,-
0.92,-0.470839,-
0.9,-0.48159,-
0.88,-0.501547,-
0.84,-0.512191,-
0.8,-0.523807,-
0.76,-0.537356,-
0.72,-0.551026,-
0.68,-0.565696,-
0.64,-0.581842,-
0.6,-0.599233,-
0.58,-0.612417,-
0.56,-0.625236,-
0.54,-0.643618,-
0.52,-0.66862,-
0.5,-0.716465,-
0.48,-0.81839,-
0.46,-1.05034,-
0.44,-1.28034,-
0.42,-1.33432,-
0.4,-1.32678,-
0.38,-1.31565,-
0.34,-1.2877,-
0.3,-1.2586,-
0.26,-1.23293,-
0.22,-1.21273,-
0.19,-1.22003,-
0.16,-1.21795,-
0.13,-1.20113,-
0.1,-1.18394,-
0.08,-1.19045,-
0.06,-1.21302,-
0.05,-1.23041,-
0.045,-1.19706,-
0.04,-1.21173,-
0.035,-1.22165,-
0.03,-1.21426,-
0.025,-1.17069,-
0.02,-1.10055,-
0.015,-1.05367,-
0.01,-0.99584,-
0.005,-0.648765,-
0.0,0.693225,-
0.01,0.953681,-
0.02,0.729462,-
0.03,0.589547,-
0.04,0.497359,-
0.05,0.42318,-
0.06,0.362108,-
0.08,0.253368,-
0.1,0.173564,-
0.15,0.0280508,-
0.2,-0.0762227,-
0.25,-0.179414,-
0.3,-0.28145,-
0.35,-0.386188,-
0.4,-0.448053,-
0.45,-0.414192,-
0.5,-0.329642,-
0.55,-0.228634,-
0.6,-0.133345,-
0.65,-0.0767276,-
0.7,-0.00741748,-
0.75,0.0474083,-
0.81,0.127041,-
0.87,0.13865,-
0.9,0.122364,-
0.92,0.109632,-
0.94,0.0772434,-
0.96,0.014713,-
0.98,,-
