1.0,0.0749086,-
0.98,0.0407488,-
0.96,0.0087122,-
0.94,-0.0213672,-
0.92,-0.0417268,-
0.9,-0.0651314,-
0.88,-0.0904314,-
0.84,-0.134322,-
0.8,-0.166407,-
0.76,-0.216016,-
0.72,-0.254509,-
0.68,-0.286385,-
0.64,-0.330429,-
0.6,-0.352721,-
0.58,-0.367679,-
0.56,-0.380318,-
0.54,-0.391438,-
0.52,-0.388613,-
0.5,-0.390013,-
0.48,-0.368735,-
0.46,-0.390974,-
0.44,-0.393898,-
0.42,-0.392825,-
0.4,-0.390551,-
0.38,-0.391494,-
0.34,-0.38784,-
0.3,-0.384057,-
0.26,-0.378495,-
0.22,-0.368811,-
0.19,-0.366905,-
0.16,-0.359249,-
0.13,-0.348168,-
0.1,-0.331874,-
0.08,-0.320836,-
0.06,-0.30992,-
0.05,-0.320154,-
0.045,-0.289324,-
0.04,-0.298316,-
0.035,-0.307256,-
0.03,-0.289421,-
0.025,-0.268662,-
0.02,-0.246569,-
0.015,-0.210397,-
0.01,-0.109899,-
0.005,0.163853,-
0.0,0.9916,-
0.01,0.358673,-
0.02,0.128251,-
0.03,0.0267424,-
0.04,-0.0162477,-
0.05,-0.053846,-
0.06,-0.0810672,-
0.08,-0.135169,-
0.1,-0.171241,-
0.15,-0.22434,-
0.2,-0.252848,-
0.25,-0.286502,-
0.3,-0.314611,-
0.35,-0.340467,-
0.4,-0.334907,-
0.45,-0.28903,-
0.5,-0.221709,-
0.55,-0.139965,-
0.6,-0.0605644,-
0.65,-0.00441442,-
0.7,0.0585867,-
0.75,0.113884,-
0.81,0.189765,-
0.87,0.223144,-
0.9,0.228193,-
0.92,0.229233,-
0.94,0.224344,-
0.96,0.207482,-
0.98,,-
